sample_index,true_gender,true_race,true_secret,true_income,known_features,prior_baseline_prediction,conditional_prior_prediction,lomia_label_only_prediction,targeted_lomia_prediction,fredrikson_confidence_map_prediction,csmia_confidence_prediction,bayes_calibrated_confidence_map_prediction,is_targeted_group,targeted_group_key,query_count,score_query_count,candidate_label_outputs,fredrikson_confidence_outputs,csmia_confidence_outputs,bayes_calibrated_confidence_outputs
317,Female,White,gender=Female,<=50K,"{""age"": ""18"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""White"", ""hours-per-week"": ""30""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9978114911056856, ""p_observed"": 0.9989057455528428, ""prior_probability"": 0.3555070883315158, ""score"": 0.9989057455528428}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.99322588310319, ""p_observed"": 0.9966129415515951, ""prior_probability"": 0.6444929116684842, ""score"": 0.9966129415515951}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9978114911056856, ""p_observed"": 0.9989057455528428, ""prior_probability"": 0.3555070883315158, ""score"": 0.9978114911056856}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.99322588310319, ""p_observed"": 0.9966129415515951, ""prior_probability"": 0.6444929116684842, ""score"": 0.99322588310319}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9978114911056856, ""p_observed"": 0.9989057455528428, ""prior_probability"": 0.3555070883315158, ""score"": -1.036399798051086}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.99322588310319, ""p_observed"": 0.9966129415515951, ""prior_probability"": 0.6444929116684842, ""score"": -0.4460770698826889}}"
318,Female,Asian-Pac-Islander,gender=Female,<=50K,"{""age"": ""41"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Asian-Pac-Islander"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7646819271785212, ""p_observed"": 0.8823409635892604, ""prior_probability"": 0.44275132275132273, ""score"": 0.8823409635892604}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.40892483233524096, ""p_observed"": 0.7044624161676205, ""prior_probability"": 0.5572486772486772, ""score"": 0.7044624161676205}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7646819271785212, ""p_observed"": 0.8823409635892604, ""prior_probability"": 0.44275132275132273, ""score"": 0.7646819271785212}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.40892483233524096, ""p_observed"": 0.7044624161676205, ""prior_probability"": 0.5572486772486772, ""score"": 0.40892483233524096}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7646819271785212, ""p_observed"": 0.8823409635892604, ""prior_probability"": 0.44275132275132273, ""score"": -1.0651004500329895}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.40892483233524096, ""p_observed"": 0.7044624161676205, ""prior_probability"": 0.5572486772486772, ""score"": -1.2853842750368072}}"
319,Male,White,gender=Male,<=50K,"{""age"": ""30"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""White"", ""hours-per-week"": ""30""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9613915129893587, ""p_observed"": 0.9806957564946792, ""prior_probability"": 0.3555070883315158, ""score"": 0.9806957564946792}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9353469265644343, ""p_observed"": 0.9676734632822172, ""prior_probability"": 0.6444929116684842, ""score"": 0.9676734632822172}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9613915129893587, ""p_observed"": 0.9806957564946792, ""prior_probability"": 0.3555070883315158, ""score"": 0.9613915129893587}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9353469265644343, ""p_observed"": 0.9676734632822172, ""prior_probability"": 0.6444929116684842, ""score"": 0.9353469265644343}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9613915129893587, ""p_observed"": 0.9806957564946792, ""prior_probability"": 0.3555070883315158, ""score"": -1.0731960981096933}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9353469265644343, ""p_observed"": 0.9676734632822172, ""prior_probability"": 0.6444929116684842, ""score"": -0.5050126147195504}}"
320,Male,White,gender=Male,<=50K,"{""age"": ""58"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""35""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.6373014245732085, ""p_observed"": 0.8186507122866041, ""prior_probability"": 0.44275132275132273, ""score"": 0.8186507122866041}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3221566962122218, ""p_observed"": 0.661078348106111, ""prior_probability"": 0.5572486772486772, ""score"": 0.661078348106111}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.6373014245732085, ""p_observed"": 0.8186507122866041, ""prior_probability"": 0.44275132275132273, ""score"": 0.6373014245732085}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3221566962122218, ""p_observed"": 0.661078348106111, ""prior_probability"": 0.5572486772486772, ""score"": 0.3221566962122218}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.6373014245732085, ""p_observed"": 0.8186507122866041, ""prior_probability"": 0.44275132275132273, ""score"": -1.214942548387778}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.3221566962122218, ""p_observed"": 0.661078348106111, ""prior_probability"": 0.5572486772486772, ""score"": -1.412509513418031}}"
321,Male,White,gender=Male,<=50K,"{""age"": ""30"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""50""}",gender=Male,gender=Male,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.11241455636172265, ""p_observed"": 0.5562072781808614, ""prior_probability"": 0.4140684410646388, ""score"": 0.5562072781808614}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.22014514528207452, ""p_observed"": 0.3899274273589627, ""prior_probability"": 0.5859315589353612, ""score"": 0.3899274273589627}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.11241455636172265, ""p_observed"": 0.5562072781808614, ""prior_probability"": 0.4140684410646388, ""score"": 0.11241455636172265}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.22014514528207452, ""p_observed"": 0.3899274273589627, ""prior_probability"": 0.5859315589353612, ""score"": -0.22014514528207452}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.11241455636172265, ""p_observed"": 0.5562072781808614, ""prior_probability"": 0.4140684410646388, ""score"": -2.0549525056819915}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.22014514528207452, ""p_observed"": 0.3899274273589627, ""prior_probability"": 0.5859315589353612, ""score"": -2.418141571589957}}"
322,Male,White,gender=Male,<=50K,"{""age"": ""47"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9319316610489092, ""p_observed"": 0.9659658305244546, ""prior_probability"": 0.3555070883315158, ""score"": 0.9659658305244546}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7270255679408257, ""p_observed"": 0.8635127839704129, ""prior_probability"": 0.6444929116684842, ""score"": 0.8635127839704129}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9319316610489092, ""p_observed"": 0.9659658305244546, ""prior_probability"": 0.3555070883315158, ""score"": 0.9319316610489092}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7270255679408257, ""p_observed"": 0.8635127839704129, ""prior_probability"": 0.6444929116684842, ""score"": 0.7270255679408257}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9319316610489092, ""p_observed"": 0.9659658305244546, ""prior_probability"": 0.3555070883315158, ""score"": -1.1034637259359998}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7270255679408257, ""p_observed"": 0.8635127839704129, ""prior_probability"": 0.6444929116684842, ""score"": -0.7327846082010316}}"
323,Male,White,gender=Male,<=50K,"{""age"": ""37"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""42""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7051634639670475, ""p_observed"": 0.8525817319835237, ""prior_probability"": 0.3531869020347662, ""score"": 0.8525817319835237}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.4344564531620436, ""p_observed"": 0.7172282265810218, ""prior_probability"": 0.6468130979652338, ""score"": 0.7172282265810218}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7051634639670475, ""p_observed"": 0.8525817319835237, ""prior_probability"": 0.3531869020347662, ""score"": 0.7051634639670475}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.4344564531620436, ""p_observed"": 0.7172282265810218, ""prior_probability"": 0.6468130979652338, ""score"": 0.4344564531620436}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7051634639670475, ""p_observed"": 0.8525817319835237, ""prior_probability"": 0.3531869020347662, ""score"": -1.3597302968978466}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.4344564531620436, ""p_observed"": 0.7172282265810218, ""prior_probability"": 0.6468130979652338, ""score"": -1.100420263848682}}"
324,Male,White,gender=Male,>50K,"{""age"": ""39"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""45""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.47879796496443205, ""p_observed"": 0.2606010175177841, ""prior_probability"": 0.15218508997429306, ""score"": 0.2606010175177841}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3788794901948705, ""p_observed"": 0.6894397450974352, ""prior_probability"": 0.847814910025707, ""score"": 0.6894397450974352}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.47879796496443205, ""p_observed"": 0.2606010175177841, ""prior_probability"": 0.15218508997429306, ""score"": -0.47879796496443205}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3788794901948705, ""p_observed"": 0.6894397450974352, ""prior_probability"": 0.847814910025707, ""score"": 0.3788794901948705}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.47879796496443205, ""p_observed"": 0.2606010175177841, ""prior_probability"": 0.15218508997429306, ""score"": -4.572187221287498}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.3788794901948705, ""p_observed"": 0.6894397450974352, ""prior_probability"": 0.847814910025707, ""score"": -0.9088448831704484}}"
325,Male,White,gender=Male,>50K,"{""age"": ""57"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.4018723130039358, ""p_observed"": 0.29906384349803217, ""prior_probability"": 0.15218508997429306, ""score"": 0.29906384349803217}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.34525281083051446, ""p_observed"": 0.6726264054152573, ""prior_probability"": 0.847814910025707, ""score"": 0.6726264054152573}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.4018723130039358, ""p_observed"": 0.29906384349803217, ""prior_probability"": 0.15218508997429306, ""score"": -0.4018723130039358}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.34525281083051446, ""p_observed"": 0.6726264054152573, ""prior_probability"": 0.847814910025707, ""score"": 0.34525281083051446}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.4018723130039358, ""p_observed"": 0.29906384349803217, ""prior_probability"": 0.15218508997429306, ""score"": -4.296854211687563}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.34525281083051446, ""p_observed"": 0.6726264054152573, ""prior_probability"": 0.847814910025707, ""score"": -0.9582233769455392}}"
326,Male,White,gender=Male,>50K,"{""age"": ""31"", ""education"": ""10th"", ""educational-num"": ""6"", ""race"": ""White"", ""hours-per-week"": ""55""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | 10th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.9633973080155851, ""p_observed"": 0.01830134599220748, ""prior_probability"": 0.05357142857142857, ""score"": 0.01830134599220748}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.8411766320156471, ""p_observed"": 0.07941168399217645, ""prior_probability"": 0.9464285714285714, ""score"": 0.07941168399217645}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.9633973080155851, ""p_observed"": 0.01830134599220748, ""prior_probability"": 0.05357142857142857, ""score"": -0.9633973080155851}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.8411766320156471, ""p_observed"": 0.07941168399217645, ""prior_probability"": 0.9464285714285714, ""score"": -0.8411766320156471}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.9633973080155851, ""p_observed"": 0.01830134599220748, ""prior_probability"": 0.05357142857142857, ""score"": -10.928300742772624}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.8411766320156471, ""p_observed"": 0.07941168399217645, ""prior_probability"": 0.9464285714285714, ""score"": -5.121279313185447}}"
327,Female,Black,gender=Female,>50K,"{""age"": ""41"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""Black"", ""hours-per-week"": ""90""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.17082862228592383, ""p_observed"": 0.4145856888570381, ""prior_probability"": 0.15218508997429306, ""score"": 0.4145856888570381}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.1314555334375993, ""p_observed"": 0.5657277667187998, ""prior_probability"": 0.847814910025707, ""score"": 0.5657277667187998}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.17082862228592383, ""p_observed"": 0.4145856888570381, ""prior_probability"": 0.15218508997429306, ""score"": -0.17082862228592383}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.1314555334375993, ""p_observed"": 0.5657277667187998, ""prior_probability"": 0.847814910025707, ""score"": 0.1314555334375993}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.17082862228592383, ""p_observed"": 0.4145856888570381, ""prior_probability"": 0.15218508997429306, ""score"": -3.643608996785221}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.1314555334375993, ""p_observed"": 0.5657277667187998, ""prior_probability"": 0.847814910025707, ""score"": -1.30437752152169}}"
328,Male,White,gender=Male,>50K,"{""age"": ""56"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""45""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8545250783410994, ""p_observed"": 0.07273746082945026, ""prior_probability"": 0.129565816678153, ""score"": 0.07273746082945026}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.24227295155538842, ""p_observed"": 0.37886352422230585, ""prior_probability"": 0.870434183321847, ""score"": 0.37886352422230585}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8545250783410994, ""p_observed"": 0.07273746082945026, ""prior_probability"": 0.129565816678153, ""score"": -0.8545250783410994}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.24227295155538842, ""p_observed"": 0.37886352422230585, ""prior_probability"": 0.870434183321847, ""score"": -0.24227295155538842}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.8545250783410994, ""p_observed"": 0.07273746082945026, ""prior_probability"": 0.129565816678153, ""score"": -7.285363785091885}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.24227295155538842, ""p_observed"": 0.37886352422230585, ""prior_probability"": 0.870434183321847, ""score"": -2.079921596832729}}"
329,Male,Black,gender=Male,<=50K,"{""age"": ""25"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Black"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8148814555481217, ""p_observed"": 0.9074407277740608, ""prior_probability"": 0.44275132275132273, ""score"": 0.9074407277740608}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.912251076336298, ""p_observed"": 0.9561255381681489, ""prior_probability"": 0.5572486772486772, ""score"": 0.9561255381681489}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8148814555481217, ""p_observed"": 0.9074407277740608, ""prior_probability"": 0.44275132275132273, ""score"": 0.8148814555481217}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.912251076336298, ""p_observed"": 0.9561255381681489, ""prior_probability"": 0.5572486772486772, ""score"": 0.912251076336298}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8148814555481217, ""p_observed"": 0.9074407277740608, ""prior_probability"": 0.44275132275132273, ""score"": -1.0090010721905462}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.912251076336298, ""p_observed"": 0.9561255381681489, ""prior_probability"": 0.5572486772486772, ""score"": -0.6744757973844684}}"
330,Female,White,gender=Female,<=50K,"{""age"": ""30"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8799598552680733, ""p_observed"": 0.9399799276340366, ""prior_probability"": 0.3531869020347662, ""score"": 0.9399799276340366}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.687456745094781, ""p_observed"": 0.8437283725473904, ""prior_probability"": 0.6468130979652338, ""score"": 0.8437283725473904}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8799598552680733, ""p_observed"": 0.9399799276340366, ""prior_probability"": 0.3531869020347662, ""score"": 0.8799598552680733}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.687456745094781, ""p_observed"": 0.8437283725473904, ""prior_probability"": 0.6468130979652338, ""score"": 0.687456745094781}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8799598552680733, ""p_observed"": 0.9399799276340366, ""prior_probability"": 0.3531869020347662, ""score"": -1.164551409700508}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.687456745094781, ""p_observed"": 0.8437283725473904, ""prior_probability"": 0.6468130979652338, ""score"": -0.7755472403948367}}"
331,Male,White,gender=Male,<=50K,"{""age"": ""28"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8283401121768664, ""p_observed"": 0.9141700560884333, ""prior_probability"": 0.44275132275132273, ""score"": 0.9141700560884333}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7142002609149292, ""p_observed"": 0.8571001304574646, ""prior_probability"": 0.5572486772486772, ""score"": 0.8571001304574646}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8283401121768664, ""p_observed"": 0.9141700560884333, ""prior_probability"": 0.44275132275132273, ""score"": 0.8283401121768664}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7142002609149292, ""p_observed"": 0.8571001304574646, ""prior_probability"": 0.5572486772486772, ""score"": 0.7142002609149292}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8283401121768664, ""p_observed"": 0.9141700560884333, ""prior_probability"": 0.44275132275132273, ""score"": -0.9942243504328476}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7142002609149292, ""p_observed"": 0.8571001304574646, ""prior_probability"": 0.5572486772486772, ""score"": -0.8931447381701854}}"
332,Female,White,gender=Female,<=50K,"{""age"": ""51"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""60""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Bachelors,2,2,"{""gender=Female"": "">50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.09786284382376276, ""p_observed"": 0.4510685780881186, ""prior_probability"": 0.4140684410646388, ""score"": 0.4510685780881186}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.40547463827436514, ""p_observed"": 0.2972626808628175, ""prior_probability"": 0.5859315589353612, ""score"": 0.2972626808628175}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.09786284382376276, ""p_observed"": 0.4510685780881186, ""prior_probability"": 0.4140684410646388, ""score"": -0.09786284382376276}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.40547463827436514, ""p_observed"": 0.2972626808628175, ""prior_probability"": 0.5859315589353612, ""score"": -0.40547463827436514}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.09786284382376276, ""p_observed"": 0.4510685780881186, ""prior_probability"": 0.4140684410646388, ""score"": -2.4739957886269073}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.40547463827436514, ""p_observed"": 0.2972626808628175, ""prior_probability"": 0.5859315589353612, ""score"": -2.960830457297644}}"
333,Male,White,gender=Male,<=50K,"{""age"": ""76"", ""education"": ""9th"", ""educational-num"": ""5"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 9th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8778827853386527, ""p_observed"": 0.9389413926693262, ""prior_probability"": 0.3041095890410959, ""score"": 0.9389413926693262}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7702818873661691, ""p_observed"": 0.8851409436830844, ""prior_probability"": 0.6958904109589041, ""score"": 0.8851409436830844}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8778827853386527, ""p_observed"": 0.9389413926693262, ""prior_probability"": 0.3041095890410959, ""score"": 0.8778827853386527}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7702818873661691, ""p_observed"": 0.8851409436830844, ""prior_probability"": 0.6958904109589041, ""score"": 0.7702818873661691}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8778827853386527, ""p_observed"": 0.9389413926693262, ""prior_probability"": 0.3041095890410959, ""score"": -1.3163715849589646}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7702818873661691, ""p_observed"": 0.8851409436830844, ""prior_probability"": 0.6958904109589041, ""score"": -0.6065798630749842}}"
334,Male,White,gender=Male,<=50K,"{""age"": ""59"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""36""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.6931746790276442, ""p_observed"": 0.8465873395138219, ""prior_probability"": 0.44275132275132273, ""score"": 0.8465873395138219}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.14661190653188477, ""p_observed"": 0.5733059532659425, ""prior_probability"": 0.5572486772486772, ""score"": 0.5733059532659425}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.6931746790276442, ""p_observed"": 0.8465873395138219, ""prior_probability"": 0.44275132275132273, ""score"": 0.6931746790276442}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.14661190653188477, ""p_observed"": 0.5733059532659425, ""prior_probability"": 0.5572486772486772, ""score"": 0.14661190653188477}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.6931746790276442, ""p_observed"": 0.8465873395138219, ""prior_probability"": 0.44275132275132273, ""score"": -1.1478308257726004}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.14661190653188477, ""p_observed"": 0.5733059532659425, ""prior_probability"": 0.5572486772486772, ""score"": -1.6974151902607229}}"
335,Male,White,gender=Male,<=50K,"{""age"": ""31"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8285062720241749, ""p_observed"": 0.9142531360120876, ""prior_probability"": 0.44275132275132273, ""score"": 0.9142531360120876}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5922475807993413, ""p_observed"": 0.7961237903996705, ""prior_probability"": 0.5572486772486772, ""score"": 0.7961237903996705}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8285062720241749, ""p_observed"": 0.9142531360120876, ""prior_probability"": 0.44275132275132273, ""score"": 0.8285062720241749}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5922475807993413, ""p_observed"": 0.7961237903996705, ""prior_probability"": 0.5572486772486772, ""score"": 0.5922475807993413}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8285062720241749, ""p_observed"": 0.9142531360120876, ""prior_probability"": 0.44275132275132273, ""score"": -0.9940425983656667}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5922475807993413, ""p_observed"": 0.7961237903996705, ""prior_probability"": 0.5572486772486772, ""score"": -1.0407448597346785}}"
