sample_index,true_gender,true_race,true_secret,true_income,known_features,prior_baseline_prediction,conditional_prior_prediction,lomia_label_only_prediction,targeted_lomia_prediction,fredrikson_confidence_map_prediction,csmia_confidence_prediction,bayes_calibrated_confidence_map_prediction,is_targeted_group,targeted_group_key,query_count,score_query_count,candidate_label_outputs,fredrikson_confidence_outputs,csmia_confidence_outputs,bayes_calibrated_confidence_outputs
51,Female,White,gender=Female,<=50K,"{""age"": ""18"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9811014449905383, ""p_observed"": 0.9905507224952691, ""prior_probability"": 0.44275132275132273, ""score"": 0.9905507224952691}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9225686030483803, ""p_observed"": 0.9612843015241902, ""prior_probability"": 0.5572486772486772, ""score"": 0.9612843015241902}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9811014449905383, ""p_observed"": 0.9905507224952691, ""prior_probability"": 0.44275132275132273, ""score"": 0.9811014449905383}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9225686030483803, ""p_observed"": 0.9612843015241902, ""prior_probability"": 0.5572486772486772, ""score"": 0.9225686030483803}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9811014449905383, ""p_observed"": 0.9905507224952691, ""prior_probability"": 0.44275132275132273, ""score"": -0.8337354250911934}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9225686030483803, ""p_observed"": 0.9612843015241902, ""prior_probability"": 0.5572486772486772, ""score"": -0.6637138294485488}}"
52,Male,White,gender=Male,<=50K,"{""age"": ""36"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""70""}",gender=Male,gender=Male,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.32244597569922157, ""p_observed"": 0.6612229878496108, ""prior_probability"": 0.4140684410646388, ""score"": 0.6612229878496108}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.3201770448633241, ""p_observed"": 0.33991147756833795, ""prior_probability"": 0.5859315589353612, ""score"": 0.33991147756833795}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.32244597569922157, ""p_observed"": 0.6612229878496108, ""prior_probability"": 0.4140684410646388, ""score"": 0.32244597569922157}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.3201770448633241, ""p_observed"": 0.33991147756833795, ""prior_probability"": 0.5859315589353612, ""score"": -0.3201770448633241}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.32244597569922157, ""p_observed"": 0.6612229878496108, ""prior_probability"": 0.4140684410646388, ""score"": -1.709052295792712}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.3201770448633241, ""p_observed"": 0.33991147756833795, ""prior_probability"": 0.5859315589353612, ""score"": -2.692692400580948}}"
53,Male,Black,gender=Male,<=50K,"{""age"": ""27"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Black"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9609480510174468, ""p_observed"": 0.9804740255087234, ""prior_probability"": 0.44275132275132273, ""score"": 0.9804740255087234}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9154095566643106, ""p_observed"": 0.9577047783321552, ""prior_probability"": 0.5572486772486772, ""score"": 0.9577047783321552}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9609480510174468, ""p_observed"": 0.9804740255087234, ""prior_probability"": 0.44275132275132273, ""score"": 0.9609480510174468}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9154095566643106, ""p_observed"": 0.9577047783321552, ""prior_probability"": 0.5572486772486772, ""score"": 0.9154095566643106}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9609480510174468, ""p_observed"": 0.9804740255087234, ""prior_probability"": 0.44275132275132273, ""score"": -0.8541852642704604}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9154095566643106, ""p_observed"": 0.9577047783321552, ""prior_probability"": 0.5572486772486772, ""score"": -0.6711751065994375}}"
54,Male,White,gender=Male,>50K,"{""age"": ""50"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.7673085740129088, ""p_observed"": 0.11634571299354553, ""prior_probability"": 0.129565816678153, ""score"": 0.11634571299354553}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.34083031998896185, ""p_observed"": 0.32958484000551913, ""prior_probability"": 0.870434183321847, ""score"": 0.32958484000551913}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.7673085740129088, ""p_observed"": 0.11634571299354553, ""prior_probability"": 0.129565816678153, ""score"": -0.7673085740129088}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.34083031998896185, ""p_observed"": 0.32958484000551913, ""prior_probability"": 0.870434183321847, ""score"": -0.34083031998896185}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.7673085740129088, ""p_observed"": 0.11634571299354553, ""prior_probability"": 0.129565816678153, ""score"": -6.345944761438722}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.34083031998896185, ""p_observed"": 0.32958484000551913, ""prior_probability"": 0.870434183321847, ""score"": -2.3586060848007264}}"
55,Male,Black,gender=Male,<=50K,"{""age"": ""30"", ""education"": ""Assoc-acdm"", ""educational-num"": ""12"", ""race"": ""Black"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Assoc-acdm,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9509471919819792, ""p_observed"": 0.9754735959909897, ""prior_probability"": 0.4611801242236025, ""score"": 0.9754735959909897}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5324013079504506, ""p_observed"": 0.7662006539752255, ""prior_probability"": 0.5388198757763976, ""score"": 0.7662006539752255}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9509471919819792, ""p_observed"": 0.9754735959909897, ""prior_probability"": 0.4611801242236025, ""score"": 0.9509471919819792}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5324013079504506, ""p_observed"": 0.7662006539752255, ""prior_probability"": 0.5388198757763976, ""score"": 0.5324013079504506}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9509471919819792, ""p_observed"": 0.9754735959909897, ""prior_probability"": 0.4611801242236025, ""score"": -0.8236309601808212}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5324013079504506, ""p_observed"": 0.7662006539752255, ""prior_probability"": 0.5388198757763976, ""score"": -1.1509963325279915}}"
56,Male,White,gender=Male,<=50K,"{""age"": ""31"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""60""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8716543553315665, ""p_observed"": 0.9358271776657832, ""prior_probability"": 0.3531869020347662, ""score"": 0.9358271776657832}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6103581908011242, ""p_observed"": 0.8051790954005622, ""prior_probability"": 0.6468130979652338, ""score"": 0.8051790954005622}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8716543553315665, ""p_observed"": 0.9358271776657832, ""prior_probability"": 0.3531869020347662, ""score"": 0.8716543553315665}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6103581908011242, ""p_observed"": 0.8051790954005622, ""prior_probability"": 0.6468130979652338, ""score"": 0.6103581908011242}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8716543553315665, ""p_observed"": 0.9358271776657832, ""prior_probability"": 0.3531869020347662, ""score"": -1.1734068122435817}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.6103581908011242, ""p_observed"": 0.8051790954005622, ""prior_probability"": 0.6468130979652338, ""score"": -0.8690789961738318}}"
57,Male,White,gender=Male,<=50K,"{""age"": ""41"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.923725852452341, ""p_observed"": 0.9618629262261706, ""prior_probability"": 0.3555070883315158, ""score"": 0.9618629262261706}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7490443871769391, ""p_observed"": 0.8745221935884695, ""prior_probability"": 0.6444929116684842, ""score"": 0.8745221935884695}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.923725852452341, ""p_observed"": 0.9618629262261706, ""prior_probability"": 0.3555070883315158, ""score"": 0.923725852452341}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7490443871769391, ""p_observed"": 0.8745221935884695, ""prior_probability"": 0.6444929116684842, ""score"": 0.7490443871769391}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.923725852452341, ""p_observed"": 0.9618629262261706, ""prior_probability"": 0.3555070883315158, ""score"": -1.1119767444882396}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7490443871769391, ""p_observed"": 0.8745221935884695, ""prior_probability"": 0.6444929116684842, ""score"": -0.7074466673350559}}"
58,Female,White,gender=Female,<=50K,"{""age"": ""49"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7579252369696848, ""p_observed"": 0.8789626184848423, ""prior_probability"": 0.3531869020347662, ""score"": 0.8789626184848423}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.35422999848925885, ""p_observed"": 0.6771149992446295, ""prior_probability"": 0.6468130979652338, ""score"": 0.6771149992446295}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7579252369696848, ""p_observed"": 0.8789626184848423, ""prior_probability"": 0.3531869020347662, ""score"": 0.7579252369696848}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.35422999848925885, ""p_observed"": 0.6771149992446295, ""prior_probability"": 0.6468130979652338, ""score"": 0.35422999848925885}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7579252369696848, ""p_observed"": 0.8789626184848423, ""prior_probability"": 0.3531869020347662, ""score"": -1.2987837136912685}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.35422999848925885, ""p_observed"": 0.6771149992446295, ""prior_probability"": 0.6468130979652338, ""score"": -1.2155262101754478}}"
59,Male,Black,gender=Male,>50K,"{""age"": ""46"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Black"", ""hours-per-week"": ""70""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.4801371812971377, ""p_observed"": 0.25993140935143116, ""prior_probability"": 0.1390946502057613, ""score"": 0.25993140935143116}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.025313646926058087, ""p_observed"": 0.512656823463029, ""prior_probability"": 0.8609053497942387, ""score"": 0.512656823463029}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.4801371812971377, ""p_observed"": 0.25993140935143116, ""prior_probability"": 0.1390946502057613, ""score"": -0.4801371812971377}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.025313646926058087, ""p_observed"": 0.512656823463029, ""prior_probability"": 0.8609053497942387, ""score"": 0.025313646926058087}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.4801371812971377, ""p_observed"": 0.25993140935143116, ""prior_probability"": 0.1390946502057613, ""score"": -4.6672756267664575}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.025313646926058087, ""p_observed"": 0.512656823463029, ""prior_probability"": 0.8609053497942387, ""score"": -1.4860679467019318}}"
60,Male,White,gender=Male,<=50K,"{""age"": ""18"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""White"", ""hours-per-week"": ""20""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.999479769635666, ""p_observed"": 0.9997398848178329, ""prior_probability"": 0.3555070883315158, ""score"": 0.9997398848178329}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9943198807061736, ""p_observed"": 0.9971599403530869, ""prior_probability"": 0.6444929116684842, ""score"": 0.9971599403530869}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.999479769635666, ""p_observed"": 0.9997398848178329, ""prior_probability"": 0.3555070883315158, ""score"": 0.999479769635666}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9943198807061736, ""p_observed"": 0.9971599403530869, ""prior_probability"": 0.6444929116684842, ""score"": 0.9943198807061736}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.999479769635666, ""p_observed"": 0.9997398848178329, ""prior_probability"": 0.3555070883315158, ""score"": -1.0347303889257347}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9943198807061736, ""p_observed"": 0.9971599403530869, ""prior_probability"": 0.6444929116684842, ""score"": -0.44497965538742623}}"
61,Male,Black,gender=Male,<=50K,"{""age"": ""18"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""Black"", ""hours-per-week"": ""16""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9970159531776046, ""p_observed"": 0.9985079765888022, ""prior_probability"": 0.3555070883315158, ""score"": 0.9985079765888022}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9709745156723933, ""p_observed"": 0.9854872578361966, ""prior_probability"": 0.6444929116684842, ""score"": 0.9854872578361966}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9970159531776046, ""p_observed"": 0.9985079765888022, ""prior_probability"": 0.3555070883315158, ""score"": 0.9970159531776046}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9709745156723933, ""p_observed"": 0.9854872578361966, ""prior_probability"": 0.6444929116684842, ""score"": 0.9709745156723933}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9970159531776046, ""p_observed"": 0.9985079765888022, ""prior_probability"": 0.3555070883315158, ""score"": -1.0371963660627892}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9709745156723933, ""p_observed"": 0.9854872578361966, ""prior_probability"": 0.6444929116684842, ""score"": -0.4685296190835403}}"
62,Female,Black,gender=Female,<=50K,"{""age"": ""48"", ""education"": ""Assoc-voc"", ""educational-num"": ""11"", ""race"": ""Black"", ""hours-per-week"": ""10""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Assoc-voc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.928833503904298, ""p_observed"": 0.9644167519521488, ""prior_probability"": 0.40348837209302324, ""score"": 0.9644167519521488}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6191541515846888, ""p_observed"": 0.8095770757923443, ""prior_probability"": 0.5965116279069768, ""score"": 0.8095770757923443}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.928833503904298, ""p_observed"": 0.9644167519521488, ""prior_probability"": 0.40348837209302324, ""score"": 0.928833503904298}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6191541515846888, ""p_observed"": 0.8095770757923443, ""prior_probability"": 0.5965116279069768, ""score"": 0.6191541515846888}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.928833503904298, ""p_observed"": 0.9644167519521488, ""prior_probability"": 0.40348837209302324, ""score"": -0.9800711342804325}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.6191541515846888, ""p_observed"": 0.8095770757923443, ""prior_probability"": 0.5965116279069768, ""score"": -0.9391431367242031}}"
63,Male,White,gender=Male,<=50K,"{""age"": ""34"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8347856658758884, ""p_observed"": 0.9173928329379443, ""prior_probability"": 0.3531869020347662, ""score"": 0.9173928329379443}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7207949725095675, ""p_observed"": 0.8603974862547835, ""prior_probability"": 0.6468130979652338, ""score"": 0.8603974862547835}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8347856658758884, ""p_observed"": 0.9173928329379443, ""prior_probability"": 0.3531869020347662, ""score"": 0.8347856658758884}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7207949725095675, ""p_observed"": 0.8603974862547835, ""prior_probability"": 0.6468130979652338, ""score"": 0.7207949725095675}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8347856658758884, ""p_observed"": 0.9173928329379443, ""prior_probability"": 0.3531869020347662, ""score"": -1.2131969130724134}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7207949725095675, ""p_observed"": 0.8603974862547835, ""prior_probability"": 0.6468130979652338, ""score"": -0.7364195074611513}}"
64,Male,White,gender=Male,<=50K,"{""age"": ""21"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.980043577083249, ""p_observed"": 0.9900217885416245, ""prior_probability"": 0.44275132275132273, ""score"": 0.9900217885416245}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.923200764633154, ""p_observed"": 0.9616003823165771, ""prior_probability"": 0.5572486772486772, ""score"": 0.9616003823165771}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.980043577083249, ""p_observed"": 0.9900217885416245, ""prior_probability"": 0.44275132275132273, ""score"": 0.980043577083249}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.923200764633154, ""p_observed"": 0.9616003823165771, ""prior_probability"": 0.5572486772486772, ""score"": 0.923200764633154}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.980043577083249, ""p_observed"": 0.9900217885416245, ""prior_probability"": 0.44275132275132273, ""score"": -0.8348036696785981}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.923200764633154, ""p_observed"": 0.9616003823165771, ""prior_probability"": 0.5572486772486772, ""score"": -0.6630563156664901}}"
65,Male,White,gender=Male,<=50K,"{""age"": ""44"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7508133315389717, ""p_observed"": 0.8754066657694857, ""prior_probability"": 0.3531869020347662, ""score"": 0.8754066657694857}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3993929506565345, ""p_observed"": 0.6996964753282673, ""prior_probability"": 0.6468130979652338, ""score"": 0.6996964753282673}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7508133315389717, ""p_observed"": 0.8754066657694857, ""prior_probability"": 0.3531869020347662, ""score"": 0.7508133315389717}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3993929506565345, ""p_observed"": 0.6996964753282673, ""prior_probability"": 0.6468130979652338, ""score"": 0.3993929506565345}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7508133315389717, ""p_observed"": 0.8754066657694857, ""prior_probability"": 0.3531869020347662, ""score"": -1.30689137407272}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.3993929506565345, ""p_observed"": 0.6996964753282673, ""prior_probability"": 0.6468130979652338, ""score"": -1.1499151903685387}}"
66,Male,White,gender=Male,>50K,"{""age"": ""25"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""45""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8651882484894868, ""p_observed"": 0.06740587575525647, ""prior_probability"": 0.15218508997429306, ""score"": 0.06740587575525647}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.45398162257497887, ""p_observed"": 0.27300918871251056, ""prior_probability"": 0.847814910025707, ""score"": 0.27300918871251056}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8651882484894868, ""p_observed"": 0.06740587575525647, ""prior_probability"": 0.15218508997429306, ""score"": -0.8651882484894868}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.45398162257497887, ""p_observed"": 0.27300918871251056, ""prior_probability"": 0.847814910025707, ""score"": -0.45398162257497887}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.8651882484894868, ""p_observed"": 0.06740587575525647, ""prior_probability"": 0.15218508997429306, ""score"": -7.276703976700306}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.45398162257497887, ""p_observed"": 0.27300918871251056, ""prior_probability"": 0.847814910025707, ""score"": -2.7615925856449883}}"
67,Male,White,gender=Male,<=50K,"{""age"": ""23"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""20""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9678132677105195, ""p_observed"": 0.9839066338552598, ""prior_probability"": 0.3531869020347662, ""score"": 0.9839066338552598}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9744616308946924, ""p_observed"": 0.987230815447346, ""prior_probability"": 0.6468130979652338, ""score"": 0.987230815447346}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9678132677105195, ""p_observed"": 0.9839066338552598, ""prior_probability"": 0.3531869020347662, ""score"": 0.9678132677105195}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9744616308946924, ""p_observed"": 0.987230815447346, ""prior_probability"": 0.6468130979652338, ""score"": 0.9744616308946924}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9678132677105195, ""p_observed"": 0.9839066338552598, ""prior_probability"": 0.3531869020347662, ""score"": -1.0732064360969633}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9744616308946924, ""p_observed"": 0.987230815447346, ""prior_probability"": 0.6468130979652338, ""score"": -0.4614007237118595}}"
68,Male,White,gender=Male,<=50K,"{""age"": ""24"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9265074082222242, ""p_observed"": 0.9632537041111119, ""prior_probability"": 0.4140684410646388, ""score"": 0.9632537041111119}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9134745306306111, ""p_observed"": 0.9567372653153055, ""prior_probability"": 0.5859315589353612, ""score"": 0.9567372653153055}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9265074082222242, ""p_observed"": 0.9632537041111119, ""prior_probability"": 0.4140684410646388, ""score"": 0.9265074082222242}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9134745306306111, ""p_observed"": 0.9567372653153055, ""prior_probability"": 0.5859315589353612, ""score"": 0.9134745306306111}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9265074082222242, ""p_observed"": 0.9632537041111119, ""prior_probability"": 0.4140684410646388, ""score"": -0.9566009023439977}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9134745306306111, ""p_observed"": 0.9567372653153055, ""prior_probability"": 0.5859315589353612, ""score"": -0.6230052200968396}}"
69,Male,Black,gender=Male,<=50K,"{""age"": ""18"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""Black"", ""hours-per-week"": ""8""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9970819162382908, ""p_observed"": 0.9985409581191453, ""prior_probability"": 0.3555070883315158, ""score"": 0.9985409581191453}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9481557237260846, ""p_observed"": 0.9740778618630422, ""prior_probability"": 0.6444929116684842, ""score"": 0.9740778618630422}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9970819162382908, ""p_observed"": 0.9985409581191453, ""prior_probability"": 0.3555070883315158, ""score"": 0.9970819162382908}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9481557237260846, ""p_observed"": 0.9740778618630422, ""prior_probability"": 0.6444929116684842, ""score"": 0.9481557237260846}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9970819162382908, ""p_observed"": 0.9985409581191453, ""prior_probability"": 0.3555070883315158, ""score"": -1.0371303055276206}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9481557237260846, ""p_observed"": 0.9740778618630422, ""prior_probability"": 0.6444929116684842, ""score"": -0.49181953129742}}"
