sample_index,true_gender,true_race,true_secret,true_income,known_features,prior_baseline_prediction,conditional_prior_prediction,lomia_label_only_prediction,targeted_lomia_prediction,fredrikson_confidence_map_prediction,csmia_confidence_prediction,bayes_calibrated_confidence_map_prediction,is_targeted_group,targeted_group_key,query_count,score_query_count,candidate_label_outputs,fredrikson_confidence_outputs,csmia_confidence_outputs,bayes_calibrated_confidence_outputs
651,Female,White,gender=Female,>50K,"{""age"": ""49"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.4747920420015918, ""p_observed"": 0.2626039789992041, ""prior_probability"": 0.15218508997429306, ""score"": 0.2626039789992041}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.23590914498456822, ""p_observed"": 0.6179545724922842, ""prior_probability"": 0.847814910025707, ""score"": 0.6179545724922842}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.4747920420015918, ""p_observed"": 0.2626039789992041, ""prior_probability"": 0.15218508997429306, ""score"": -0.4747920420015918}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.23590914498456822, ""p_observed"": 0.6179545724922842, ""prior_probability"": 0.847814910025707, ""score"": 0.23590914498456822}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.4747920420015918, ""p_observed"": 0.2626039789992041, ""prior_probability"": 0.15218508997429306, ""score"": -4.556874131545172}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.23590914498456822, ""p_observed"": 0.6179545724922842, ""prior_probability"": 0.847814910025707, ""score"": -1.1277735965335043}}"
652,Male,Asian-Pac-Islander,gender=Male,<=50K,"{""age"": ""61"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""Asian-Pac-Islander"", ""hours-per-week"": ""63""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7877241530068868, ""p_observed"": 0.8938620765034434, ""prior_probability"": 0.3531869020347662, ""score"": 0.8938620765034434}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.46547936332080425, ""p_observed"": 0.7327396816604022, ""prior_probability"": 0.6468130979652338, ""score"": 0.7327396816604022}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7877241530068868, ""p_observed"": 0.8938620765034434, ""prior_probability"": 0.3531869020347662, ""score"": 0.7877241530068868}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.46547936332080425, ""p_observed"": 0.7327396816604022, ""prior_probability"": 0.6468130979652338, ""score"": 0.46547936332080425}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7877241530068868, ""p_observed"": 0.8938620765034434, ""prior_probability"": 0.3531869020347662, ""score"": -1.265165479751337}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.46547936332080425, ""p_observed"": 0.7327396816604022, ""prior_probability"": 0.6468130979652338, ""score"": -1.0576274633835407}}"
653,Male,White,gender=Male,<=50K,"{""age"": ""63"", ""education"": ""10th"", ""educational-num"": ""6"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 10th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9559452839258711, ""p_observed"": 0.9779726419629355, ""prior_probability"": 0.3323572474377745, ""score"": 0.9779726419629355}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6493587602949888, ""p_observed"": 0.8246793801474943, ""prior_probability"": 0.6676427525622255, ""score"": 0.8246793801474943}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9559452839258711, ""p_observed"": 0.9779726419629355, ""prior_probability"": 0.3323572474377745, ""score"": 0.9559452839258711}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6493587602949888, ""p_observed"": 0.8246793801474943, ""prior_probability"": 0.6676427525622255, ""score"": 0.6493587602949888}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9559452839258711, ""p_observed"": 0.9779726419629355, ""prior_probability"": 0.3323572474377745, ""score"": -1.1460920076726178}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.6493587602949888, ""p_observed"": 0.8246793801474943, ""prior_probability"": 0.6676427525622255, ""score"": -0.7895232466723303}}"
654,Male,White,gender=Male,<=50K,"{""age"": ""69"", ""education"": ""9th"", ""educational-num"": ""5"", ""race"": ""White"", ""hours-per-week"": ""25""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 9th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9378829889097123, ""p_observed"": 0.9689414944548561, ""prior_probability"": 0.3041095890410959, ""score"": 0.9689414944548561}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7674631474489898, ""p_observed"": 0.8837315737244948, ""prior_probability"": 0.6958904109589041, ""score"": 0.8837315737244948}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9378829889097123, ""p_observed"": 0.9689414944548561, ""prior_probability"": 0.3041095890410959, ""score"": 0.9378829889097123}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7674631474489898, ""p_observed"": 0.8837315737244948, ""prior_probability"": 0.6958904109589041, ""score"": 0.7674631474489898}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9378829889097123, ""p_observed"": 0.9689414944548561, ""prior_probability"": 0.3041095890410959, ""score"": -1.253469244577598}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7674631474489898, ""p_observed"": 0.8837315737244948, ""prior_probability"": 0.6958904109589041, ""score"": -0.6097669107405597}}"
655,Female,White,gender=Female,>50K,"{""age"": ""48"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.47882753353708335, ""p_observed"": 0.2605862332314583, ""prior_probability"": 0.15218508997429306, ""score"": 0.2605862332314583}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.24194864404933314, ""p_observed"": 0.6209743220246666, ""prior_probability"": 0.847814910025707, ""score"": 0.6209743220246666}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.47882753353708335, ""p_observed"": 0.2605862332314583, ""prior_probability"": 0.15218508997429306, ""score"": -0.47882753353708335}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.24194864404933314, ""p_observed"": 0.6209743220246666, ""prior_probability"": 0.847814910025707, ""score"": 0.24194864404933314}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.47882753353708335, ""p_observed"": 0.2605862332314583, ""prior_probability"": 0.15218508997429306, ""score"": -4.572300687503784}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.24194864404933314, ""p_observed"": 0.6209743220246666, ""prior_probability"": 0.847814910025707, ""score"": -1.1180240280934282}}"
656,Male,White,gender=Male,<=50K,"{""age"": ""31"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8611249182945767, ""p_observed"": 0.9305624591472883, ""prior_probability"": 0.3531869020347662, ""score"": 0.9305624591472883}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6754350906310951, ""p_observed"": 0.8377175453155475, ""prior_probability"": 0.6468130979652338, ""score"": 0.8377175453155475}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8611249182945767, ""p_observed"": 0.9305624591472883, ""prior_probability"": 0.3531869020347662, ""score"": 0.8611249182945767}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6754350906310951, ""p_observed"": 0.8377175453155475, ""prior_probability"": 0.6468130979652338, ""score"": 0.6754350906310951}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8611249182945767, ""p_observed"": 0.9305624591472883, ""prior_probability"": 0.3531869020347662, ""score"": -1.1846900563816525}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.6754350906310951, ""p_observed"": 0.8377175453155475, ""prior_probability"": 0.6468130979652338, ""score"": -0.7898464878999649}}"
657,Male,White,gender=Male,<=50K,"{""age"": ""36"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""99""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7240072271399722, ""p_observed"": 0.8620036135699861, ""prior_probability"": 0.3531869020347662, ""score"": 0.8620036135699861}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5319618397751983, ""p_observed"": 0.7659809198875991, ""prior_probability"": 0.6468130979652338, ""score"": 0.7659809198875991}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7240072271399722, ""p_observed"": 0.8620036135699861, ""prior_probability"": 0.3531869020347662, ""score"": 0.7240072271399722}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5319618397751983, ""p_observed"": 0.7659809198875991, ""prior_probability"": 0.6468130979652338, ""score"": 0.5319618397751983}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7240072271399722, ""p_observed"": 0.8620036135699861, ""prior_probability"": 0.3531869020347662, ""score"": -1.3377495271480884}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5319618397751983, ""p_observed"": 0.7659809198875991, ""prior_probability"": 0.6468130979652338, ""score"": -0.9688939377035505}}"
658,Male,Other,gender=Male,>50K,"{""age"": ""35"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Other"", ""hours-per-week"": ""45""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.7846850837521053, ""p_observed"": 0.10765745812394716, ""prior_probability"": 0.1390946502057613, ""score"": 0.10765745812394716}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.34748089720481706, ""p_observed"": 0.3262595513975913, ""prior_probability"": 0.8609053497942387, ""score"": 0.3262595513975913}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.7846850837521053, ""p_observed"": 0.10765745812394716, ""prior_probability"": 0.1390946502057613, ""score"": -0.7846850837521053}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.34748089720481706, ""p_observed"": 0.3262595513975913, ""prior_probability"": 0.8609053497942387, ""score"": -0.34748089720481706}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.7846850837521053, ""p_observed"": 0.10765745812394716, ""prior_probability"": 0.1390946502057613, ""score"": -6.430202193543361}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.34748089720481706, ""p_observed"": 0.3262595513975913, ""prior_probability"": 0.8609053497942387, ""score"": -2.389894800068422}}"
659,Male,White,gender=Male,<=50K,"{""age"": ""36"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""42""}",gender=Male,gender=Male,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5104696437195251, ""p_observed"": 0.7552348218597627, ""prior_probability"": 0.4140684410646388, ""score"": 0.7552348218597627}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.24566932566152538, ""p_observed"": 0.37716533716923745, ""prior_probability"": 0.5859315589353612, ""score"": 0.37716533716923745}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5104696437195251, ""p_observed"": 0.7552348218597627, ""prior_probability"": 0.4140684410646388, ""score"": 0.5104696437195251}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.24566932566152538, ""p_observed"": 0.37716533716923745, ""prior_probability"": 0.5859315589353612, ""score"": -0.24566932566152538}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.5104696437195251, ""p_observed"": 0.7552348218597627, ""prior_probability"": 0.4140684410646388, ""score"": -1.4431771137582885}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.24566932566152538, ""p_observed"": 0.37716533716923745, ""prior_probability"": 0.5859315589353612, ""score"": -2.484695544937513}}"
660,Female,White,gender=Female,<=50K,"{""age"": ""19"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""30""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9900890515113568, ""p_observed"": 0.9950445257556785, ""prior_probability"": 0.44275132275132273, ""score"": 0.9950445257556785}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9788571748728092, ""p_observed"": 0.9894285874364046, ""prior_probability"": 0.5572486772486772, ""score"": 0.9894285874364046}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9900890515113568, ""p_observed"": 0.9950445257556785, ""prior_probability"": 0.44275132275132273, ""score"": 0.9900890515113568}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9788571748728092, ""p_observed"": 0.9894285874364046, ""prior_probability"": 0.5572486772486772, ""score"": 0.9788571748728092}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9900890515113568, ""p_observed"": 0.9950445257556785, ""prior_probability"": 0.44275132275132273, ""score"": -0.8246826013861877}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9788571748728092, ""p_observed"": 0.9894285874364046, ""prior_probability"": 0.5572486772486772, ""score"": -0.6059990542239664}}"
661,Male,White,gender=Male,<=50K,"{""age"": ""39"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5265167493469178, ""p_observed"": 0.7632583746734589, ""prior_probability"": 0.4140684410646388, ""score"": 0.7632583746734589}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.115190375754812, ""p_observed"": 0.442404812122594, ""prior_probability"": 0.5859315589353612, ""score"": 0.442404812122594}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5265167493469178, ""p_observed"": 0.7632583746734589, ""prior_probability"": 0.4140684410646388, ""score"": 0.5265167493469178}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.115190375754812, ""p_observed"": 0.442404812122594, ""prior_probability"": 0.5859315589353612, ""score"": -0.115190375754812}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.5265167493469178, ""p_observed"": 0.7632583746734589, ""prior_probability"": 0.4140684410646388, ""score"": -1.4220413523219495}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.115190375754812, ""p_observed"": 0.442404812122594, ""prior_probability"": 0.5859315589353612, ""score"": -2.165612192895095}}"
662,Male,White,gender=Male,>50K,"{""age"": ""33"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""56""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8635446029638408, ""p_observed"": 0.06822769851807944, ""prior_probability"": 0.129565816678153, ""score"": 0.06822769851807944}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.4596274679797566, ""p_observed"": 0.27018626601012163, ""prior_probability"": 0.870434183321847, ""score"": 0.27018626601012163}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8635446029638408, ""p_observed"": 0.06822769851807944, ""prior_probability"": 0.129565816678153, ""score"": -0.8635446029638408}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.4596274679797566, ""p_observed"": 0.27018626601012163, ""prior_probability"": 0.870434183321847, ""score"": -0.4596274679797566}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.8635446029638408, ""p_observed"": 0.06822769851807944, ""prior_probability"": 0.129565816678153, ""score"": -7.4133756099645325}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.4596274679797566, ""p_observed"": 0.27018626601012163, ""prior_probability"": 0.870434183321847, ""score"": -2.756050497985615}}"
663,Male,White,gender=Male,<=50K,"{""age"": ""27"", ""education"": ""5th-6th"", ""educational-num"": ""3"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 5th-6th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9732975965449042, ""p_observed"": 0.9866487982724521, ""prior_probability"": 0.27547169811320754, ""score"": 0.9866487982724521}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9521956053289146, ""p_observed"": 0.9760978026644572, ""prior_probability"": 0.7245283018867924, ""score"": 0.9760978026644572}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9732975965449042, ""p_observed"": 0.9866487982724521, ""prior_probability"": 0.27547169811320754, ""score"": 0.9732975965449042}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9521956053289146, ""p_observed"": 0.9760978026644572, ""prior_probability"": 0.7245283018867924, ""score"": 0.9521956053289146}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9732975965449042, ""p_observed"": 0.9866487982724521, ""prior_probability"": 0.27547169811320754, ""score"": -1.3161526455480859}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9521956053289146, ""p_observed"": 0.9760978026644572, ""prior_probability"": 0.7245283018867924, ""score"": -0.37061943384141294}}"
664,Male,Black,gender=Male,<=50K,"{""age"": ""51"", ""education"": ""Assoc-acdm"", ""educational-num"": ""12"", ""race"": ""Black"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,<=50K | Assoc-acdm,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.43149416167754995, ""p_observed"": 0.7157470808387749, ""prior_probability"": 0.4611801242236025, ""score"": 0.7157470808387749}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5019271190510588, ""p_observed"": 0.7509635595255293, ""prior_probability"": 0.5388198757763976, ""score"": 0.7509635595255293}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.43149416167754995, ""p_observed"": 0.7157470808387749, ""prior_probability"": 0.4611801242236025, ""score"": 0.43149416167754995}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5019271190510588, ""p_observed"": 0.7509635595255293, ""prior_probability"": 0.5388198757763976, ""score"": 0.5019271190510588}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.43149416167754995, ""p_observed"": 0.7157470808387749, ""prior_probability"": 0.4611801242236025, ""score"": -1.4428234142558374}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5019271190510588, ""p_observed"": 0.7509635595255293, ""prior_probability"": 0.5388198757763976, ""score"": -1.191170248153}}"
665,Male,White,gender=Male,<=50K,"{""age"": ""33"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8449252754601964, ""p_observed"": 0.9224626377300982, ""prior_probability"": 0.44275132275132273, ""score"": 0.9224626377300982}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5437938817019551, ""p_observed"": 0.7718969408509775, ""prior_probability"": 0.5572486772486772, ""score"": 0.7718969408509775}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8449252754601964, ""p_observed"": 0.9224626377300982, ""prior_probability"": 0.44275132275132273, ""score"": 0.8449252754601964}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5437938817019551, ""p_observed"": 0.7718969408509775, ""prior_probability"": 0.5572486772486772, ""score"": 0.5437938817019551}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8449252754601964, ""p_observed"": 0.9224626377300982, ""prior_probability"": 0.44275132275132273, ""score"": -0.9761638247294924}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5437938817019551, ""p_observed"": 0.7718969408509775, ""prior_probability"": 0.5572486772486772, ""score"": -1.1025521487831536}}"
666,Female,Black,gender=Female,<=50K,"{""age"": ""31"", ""education"": ""Assoc-acdm"", ""educational-num"": ""12"", ""race"": ""Black"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Assoc-acdm,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9520074522436991, ""p_observed"": 0.9760037261218496, ""prior_probability"": 0.4611801242236025, ""score"": 0.9760037261218496}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.529453748330518, ""p_observed"": 0.7647268741652591, ""prior_probability"": 0.5388198757763976, ""score"": 0.7647268741652591}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9520074522436991, ""p_observed"": 0.9760037261218496, ""prior_probability"": 0.4611801242236025, ""score"": 0.9520074522436991}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.529453748330518, ""p_observed"": 0.7647268741652591, ""prior_probability"": 0.5388198757763976, ""score"": 0.529453748330518}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9520074522436991, ""p_observed"": 0.9760037261218496, ""prior_probability"": 0.4611801242236025, ""score"": -0.8225443369587249}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.529453748330518, ""p_observed"": 0.7647268741652591, ""prior_probability"": 0.5388198757763976, ""score"": -1.154847018437402}}"
667,Male,White,gender=Male,>50K,"{""age"": ""78"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.2616465986266565, ""p_observed"": 0.36917670068667163, ""prior_probability"": 0.15218508997429306, ""score"": 0.36917670068667163}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.13388657148709854, ""p_observed"": 0.5669432857435492, ""prior_probability"": 0.847814910025707, ""score"": 0.5669432857435492}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.2616465986266565, ""p_observed"": 0.36917670068667163, ""prior_probability"": 0.15218508997429306, ""score"": -0.2616465986266565}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.13388657148709854, ""p_observed"": 0.5669432857435492, ""prior_probability"": 0.847814910025707, ""score"": 0.13388657148709854}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.2616465986266565, ""p_observed"": 0.36917670068667163, ""prior_probability"": 0.15218508997429306, ""score"": -3.8756175735498886}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.13388657148709854, ""p_observed"": 0.5669432857435492, ""prior_probability"": 0.847814910025707, ""score"": -1.3000849442947184}}"
668,Female,White,gender=Female,<=50K,"{""age"": ""24"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""15""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8029820409852052, ""p_observed"": 0.9014910204926027, ""prior_probability"": 0.3531869020347662, ""score"": 0.9014910204926027}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9516320587272434, ""p_observed"": 0.9758160293636216, ""prior_probability"": 0.6468130979652338, ""score"": 0.9758160293636216}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8029820409852052, ""p_observed"": 0.9014910204926027, ""prior_probability"": 0.3531869020347662, ""score"": 0.8029820409852052}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9516320587272434, ""p_observed"": 0.9758160293636216, ""prior_probability"": 0.6468130979652338, ""score"": 0.9516320587272434}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8029820409852052, ""p_observed"": 0.9014910204926027, ""prior_probability"": 0.3531869020347662, ""score"": -1.2481682886822572}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9516320587272434, ""p_observed"": 0.9758160293636216, ""prior_probability"": 0.6468130979652338, ""score"": -0.48466031075585636}}"
669,Male,White,gender=Male,<=50K,"{""age"": ""18"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""White"", ""hours-per-week"": ""16""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.999479769635666, ""p_observed"": 0.9997398848178329, ""prior_probability"": 0.3555070883315158, ""score"": 0.9997398848178329}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9943198807061736, ""p_observed"": 0.9971599403530869, ""prior_probability"": 0.6444929116684842, ""score"": 0.9971599403530869}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.999479769635666, ""p_observed"": 0.9997398848178329, ""prior_probability"": 0.3555070883315158, ""score"": 0.999479769635666}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9943198807061736, ""p_observed"": 0.9971599403530869, ""prior_probability"": 0.6444929116684842, ""score"": 0.9943198807061736}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.999479769635666, ""p_observed"": 0.9997398848178329, ""prior_probability"": 0.3555070883315158, ""score"": -1.0347303889257347}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9943198807061736, ""p_observed"": 0.9971599403530869, ""prior_probability"": 0.6444929116684842, ""score"": -0.44497965538742623}}"
