age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
29,Private,176027,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,123780,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,218916,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
35,Private,58343,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
53,Private,346754,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
45,Private,127111,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
23,Private,120601,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
44,Local-gov,101967,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
27,Private,169815,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,275357,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
45,Local-gov,167334,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
48,Private,99385,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,36069,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
33,Private,288840,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K
37,Private,339772,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,179415,10th,6,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
40,Private,123557,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,41163,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
50,Private,21095,Some-college,10,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
26,Self-emp-not-inc,233933,10th,6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,<=50K
34,Private,376979,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,266600,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,3137,0,40,United-States,<=50K
40,Private,124520,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,>50K
36,Self-emp-not-inc,20333,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,7688,0,40,United-States,>50K
40,Private,69730,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,150025,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
48,Private,49278,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
57,Self-emp-not-inc,291529,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,13,United-States,>50K
51,Self-emp-inc,318351,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1741,40,United-States,<=50K
46,Private,153536,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,>50K
34,Private,232475,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
17,Private,198146,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
41,Private,223548,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K
54,Private,123011,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
26,Self-emp-not-inc,68729,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
27,Private,275110,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,80,United-States,>50K
21,Private,113163,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
44,Private,36271,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,93770,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K
20,Private,177287,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,183523,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Hungary,<=50K
33,State-gov,150688,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,India,>50K
34,Private,174789,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
37,Private,172846,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
79,Local-gov,146244,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,68642,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,46,United-States,<=50K
38,Self-emp-not-inc,248694,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
37,Private,89559,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
26,Private,162302,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
60,Private,63296,Masters,14,Divorced,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States,<=50K
20,Private,256796,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
49,Self-emp-not-inc,121238,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
17,Private,95875,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
31,Private,208458,HS-grad,9,Divorced,Sales,Unmarried,Other,Female,0,0,40,Mexico,<=50K
32,Private,198265,1st-4th,2,Never-married,Exec-managerial,Own-child,White,Male,0,0,21,United-States,<=50K
36,Private,214807,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,37,United-States,<=50K
20,Private,147523,9th,5,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,El-Salvador,<=50K
44,Private,167725,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,<=50K
34,Private,430554,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
44,Local-gov,33068,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
41,Private,63105,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,>50K
22,State-gov,178818,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
49,Private,175958,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,>50K
76,Private,316185,7th-8th,4,Widowed,Protective-serv,Not-in-family,White,Female,0,0,12,United-States,<=50K
40,Private,137225,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
66,Private,28367,Bachelors,13,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,99,United-States,<=50K
51,Self-emp-not-inc,85877,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,99999,0,60,United-States,>50K
20,Private,196643,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
27,Private,99897,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,101562,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,>50K
30,Private,56004,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
46,Self-emp-not-inc,101722,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,<=50K
30,Private,267281,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,Private,85812,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
23,Private,173851,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,118901,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
22,Private,514033,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,80,United-States,<=50K
30,Private,188146,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,<=50K
51,Private,138514,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,0,48,United-States,<=50K
37,Private,191754,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
28,Private,120475,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
52,Private,176124,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
42,State-gov,202011,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Private,250322,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,281647,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,121040,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,70100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
29,Private,445480,12th,8,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
22,Private,181773,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
56,Private,124137,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,<=50K
43,Federal-gov,594194,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
44,Private,367749,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,El-Salvador,<=50K
35,Self-emp-not-inc,114366,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
58,Local-gov,212864,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K
23,Private,181796,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
53,Private,71772,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
24,Private,160968,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,314369,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,45,United-States,<=50K
26,Private,152035,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Self-emp-inc,188877,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
38,Private,96732,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,Mexico,<=50K
48,Local-gov,121124,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
29,Private,37933,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
90,Self-emp-not-inc,82628,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,2964,0,12,United-States,<=50K
49,Private,28334,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
20,Private,126038,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
21,Private,103205,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,172822,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,15020,0,48,United-States,>50K
54,Federal-gov,278076,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,>50K
43,Private,178976,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Local-gov,250585,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
32,Private,299635,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,237091,Some-college,10,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,36,Peru,<=50K
44,Private,240043,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,<=50K
38,Private,136137,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,>50K
24,Private,266467,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,50990,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
21,Private,195532,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,230704,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,Jamaica,<=50K
39,Private,192251,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
32,Private,33117,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,188950,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,399088,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
29,Private,29865,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K
42,Private,146659,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
44,Private,67065,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Male,594,0,25,United-States,<=50K
35,Self-emp-not-inc,89508,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3908,0,60,United-States,<=50K
38,Private,222450,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
29,Private,263855,12th,8,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
17,Private,126832,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
43,Private,64631,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
47,State-gov,106466,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
28,Private,291374,12th,8,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
30,Local-gov,325658,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,303032,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
42,Private,230684,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,>50K
50,Private,153931,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,341835,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
50,Self-emp-not-inc,386397,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
46,Self-emp-not-inc,311231,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,164757,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,<=50K
22,Private,184813,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
39,State-gov,85874,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Federal-gov,137059,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,10,United-States,<=50K
48,Local-gov,123075,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
34,Self-emp-not-inc,192259,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
64,Private,46087,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
32,Self-emp-not-inc,410615,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,60,United-States,>50K
44,Private,142968,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
65,Private,169047,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,<=50K
83,Self-emp-not-inc,213866,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,8,United-States,<=50K
25,Private,137301,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
36,Self-emp-not-inc,186934,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
29,Private,176723,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
46,Private,185385,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
20,Private,163003,HS-grad,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
54,Private,141272,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
44,Self-emp-not-inc,38122,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
24,Private,201145,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,<=50K
28,Private,212091,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,<=50K
48,Private,276664,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
49,Self-emp-not-inc,275845,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
28,Private,478315,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
33,Private,118551,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,169122,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,28,United-States,<=50K
23,Private,216472,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,<=50K
83,Self-emp-inc,240150,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,50,United-States,>50K
50,State-gov,289207,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K
27,Private,183639,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,318483,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,332379,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,185556,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
44,Private,262233,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,47,United-States,<=50K
50,Private,185407,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,>50K
27,Self-emp-not-inc,120126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,225603,9th,5,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
34,Private,209317,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
21,Private,283757,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
25,Local-gov,137296,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,<=50K
38,State-gov,143059,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
64,Local-gov,266080,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
33,Federal-gov,94193,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
20,Private,38772,10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50K
43,Private,346189,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
57,Private,132145,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,146161,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
60,Private,121319,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,40,Poland,<=50K
37,Private,103323,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
