sample_index,true_gender,true_race,true_secret,true_income,known_features,prior_baseline_prediction,conditional_prior_prediction,lomia_label_only_prediction,targeted_lomia_prediction,fredrikson_confidence_map_prediction,csmia_confidence_prediction,bayes_calibrated_confidence_map_prediction,is_targeted_group,targeted_group_key,query_count,score_query_count,candidate_label_outputs,fredrikson_confidence_outputs,csmia_confidence_outputs,bayes_calibrated_confidence_outputs
0,Male,White,gender=Male,<=50K,"{""age"": ""22"", ""workclass"": ""Private"", ""education"": ""10th"", ""educational-num"": ""6"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""30"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 10th | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9738516197884565, ""p_observed"": 0.9869258098942282, ""prior_probability"": 0.3323572474377745, ""score"": 0.9869258098942282}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9250715349746907, ""p_observed"": 0.9625357674873453, ""prior_probability"": 0.6676427525622255, ""score"": 0.9625357674873453}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9738516197884565, ""p_observed"": 0.9869258098942282, ""prior_probability"": 0.3323572474377745, ""score"": 0.9738516197884565}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9250715349746907, ""p_observed"": 0.9625357674873453, ""prior_probability"": 0.6676427525622255, ""score"": 0.9250715349746907}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9738516197884565, ""p_observed"": 0.9869258098942282, ""prior_probability"": 0.3323572474377745, ""score"": -1.127865661397936}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9250715349746907, ""p_observed"": 0.9625357674873453, ""prior_probability"": 0.6676427525622255, ""score"": -0.4803701550260806}}"
32,Male,White,gender=Male,>50K,"{""age"": ""54"", ""workclass"": ""Self-emp-inc"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""98"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | HS-grad | Self-emp-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.6328434694273295, ""p_observed"": 0.18357826528633525, ""prior_probability"": 0.129565816678153, ""score"": 0.18357826528633525}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.2643004731074289, ""p_observed"": 0.3678497634462857, ""prior_probability"": 0.870434183321847, ""score"": 0.3678497634462857}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.6328434694273295, ""p_observed"": 0.18357826528633525, ""prior_probability"": 0.129565816678153, ""score"": -0.6328434694273295}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.2643004731074289, ""p_observed"": 0.3678497634462857, ""prior_probability"": 0.870434183321847, ""score"": -0.2643004731074289}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.6328434694273295, ""p_observed"": 0.18357826528633525, ""prior_probability"": 0.129565816678153, ""score"": -5.4337946672476125}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.2643004731074289, ""p_observed"": 0.3678497634462857, ""prior_probability"": 0.870434183321847, ""score"": -2.1389244818840925}}"
33,Male,White,gender=Male,<=50K,"{""age"": ""28"", ""workclass"": ""Private"", ""education"": ""10th"", ""educational-num"": ""6"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 10th | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.94301111857311, ""p_observed"": 0.971505559286555, ""prior_probability"": 0.3323572474377745, ""score"": 0.971505559286555}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8440795866174606, ""p_observed"": 0.9220397933087302, ""prior_probability"": 0.6676427525622255, ""score"": 0.9220397933087302}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.94301111857311, ""p_observed"": 0.971505559286555, ""prior_probability"": 0.3323572474377745, ""score"": 0.94301111857311}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8440795866174606, ""p_observed"": 0.9220397933087302, ""prior_probability"": 0.6676427525622255, ""score"": 0.8440795866174606}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.94301111857311, ""p_observed"": 0.971505559286555, ""prior_probability"": 0.3323572474377745, ""score"": -1.1593614177029767}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.8440795866174606, ""p_observed"": 0.9220397933087302, ""prior_probability"": 0.6676427525622255, ""score"": -0.5663358432284885}}"
34,Male,White,gender=Male,<=50K,"{""age"": ""29"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8872209689870725, ""p_observed"": 0.9436104844935362, ""prior_probability"": 0.3531869020347662, ""score"": 0.9436104844935362}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7634742542382862, ""p_observed"": 0.881737127119143, ""prior_probability"": 0.6468130979652338, ""score"": 0.881737127119143}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8872209689870725, ""p_observed"": 0.9436104844935362, ""prior_probability"": 0.3531869020347662, ""score"": 0.8872209689870725}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7634742542382862, ""p_observed"": 0.881737127119143, ""prior_probability"": 0.6468130979652338, ""score"": 0.7634742542382862}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8872209689870725, ""p_observed"": 0.9436104844935362, ""prior_probability"": 0.3531869020347662, ""score"": -1.1568415353411439}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7634742542382862, ""p_observed"": 0.881737127119143, ""prior_probability"": 0.6468130979652338, ""score"": -0.6874205195014813}}"
35,Male,Black,gender=Male,<=50K,"{""age"": ""39"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8988416072058577, ""p_observed"": 0.9494208036029288, ""prior_probability"": 0.3531869020347662, ""score"": 0.9494208036029288}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6779670510629303, ""p_observed"": 0.838983525531465, ""prior_probability"": 0.6468130979652338, ""score"": 0.838983525531465}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8988416072058577, ""p_observed"": 0.9494208036029288, ""prior_probability"": 0.3531869020347662, ""score"": 0.8988416072058577}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6779670510629303, ""p_observed"": 0.838983525531465, ""prior_probability"": 0.6468130979652338, ""score"": 0.6779670510629303}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8988416072058577, ""p_observed"": 0.9494208036029288, ""prior_probability"": 0.3531869020347662, ""score"": -1.1445642161191316}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.6779670510629303, ""p_observed"": 0.838983525531465, ""prior_probability"": 0.6468130979652338, ""score"": -0.7868263181666639}}"
36,Male,White,gender=Male,>50K,"{""age"": ""44"", ""workclass"": ""Self-emp-not-inc"", ""education"": ""Assoc-voc"", ""educational-num"": ""11"", ""race"": ""White"", ""capital-gain"": ""15024"", ""capital-loss"": ""0"", ""hours-per-week"": ""50"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | Assoc-voc | Self-emp-not-inc,2,2,"{""gender=Female"": "">50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5711859872306132, ""p_observed"": 0.7855929936153065, ""prior_probability"": 0.18211920529801323, ""score"": 0.7855929936153065}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7457626362584526, ""p_observed"": 0.8728813181292263, ""prior_probability"": 0.8178807947019867, ""score"": 0.8728813181292263}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5711859872306132, ""p_observed"": 0.7855929936153065, ""prior_probability"": 0.18211920529801323, ""score"": 0.5711859872306132}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7457626362584526, ""p_observed"": 0.8728813181292263, ""prior_probability"": 0.8178807947019867, ""score"": 0.7457626362584526}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.5711859872306132, ""p_observed"": 0.7855929936153065, ""prior_probability"": 0.18211920529801323, ""score"": -2.185726713133943}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7457626362584526, ""p_observed"": 0.8728813181292263, ""prior_probability"": 0.8178807947019867, ""score"": -0.47295003983548234}}"
37,Female,White,gender=Female,<=50K,"{""age"": ""74"", ""workclass"": ""Self-emp-not-inc"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""14"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Self-emp-not-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8233995980952418, ""p_observed"": 0.9116997990476208, ""prior_probability"": 0.3531869020347662, ""score"": 0.9116997990476208}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7047552137700829, ""p_observed"": 0.8523776068850415, ""prior_probability"": 0.6468130979652338, ""score"": 0.8523776068850415}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8233995980952418, ""p_observed"": 0.9116997990476208, ""prior_probability"": 0.3531869020347662, ""score"": 0.8233995980952418}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7047552137700829, ""p_observed"": 0.8523776068850415, ""prior_probability"": 0.6468130979652338, ""score"": 0.7047552137700829}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8233995980952418, ""p_observed"": 0.9116997990476208, ""prior_probability"": 0.3531869020347662, ""score"": -1.2256469162593877}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7047552137700829, ""p_observed"": 0.8523776068850415, ""prior_probability"": 0.6468130979652338, ""score"": -0.7551492006099252}}"
38,Male,White,gender=Male,<=50K,"{""age"": ""54"", ""workclass"": ""Local-gov"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""42"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Some-college | Local-gov,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7699740269309447, ""p_observed"": 0.8849870134654723, ""prior_probability"": 0.44275132275132273, ""score"": 0.8849870134654723}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3234578862533287, ""p_observed"": 0.6617289431266643, ""prior_probability"": 0.5572486772486772, ""score"": 0.6617289431266643}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7699740269309447, ""p_observed"": 0.8849870134654723, ""prior_probability"": 0.44275132275132273, ""score"": 0.7699740269309447}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3234578862533287, ""p_observed"": 0.6617289431266643, ""prior_probability"": 0.5572486772486772, ""score"": 0.3234578862533287}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7699740269309447, ""p_observed"": 0.8849870134654723, ""prior_probability"": 0.44275132275132273, ""score"": -1.0591116310074022}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.3234578862533287, ""p_observed"": 0.6617289431266643, ""prior_probability"": 0.5572486772486772, ""score"": -1.4105421971586665}}"
39,Male,White,gender=Male,<=50K,"{""age"": ""38"", ""workclass"": ""Private"", ""education"": ""Masters"", ""educational-num"": ""14"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""50"", ""native-country"": ""Poland""}",gender=Male,gender=Male,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Masters | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.18204465740153974, ""p_observed"": 0.59102232870077, ""prior_probability"": 0.4722222222222222, ""score"": 0.59102232870077}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.23650355880968404, ""p_observed"": 0.38174822059515806, ""prior_probability"": 0.5277777777777778, ""score"": 0.38174822059515806}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.18204465740153974, ""p_observed"": 0.59102232870077, ""prior_probability"": 0.4722222222222222, ""score"": 0.18204465740153974}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.23650355880968404, ""p_observed"": 0.38174822059515806, ""prior_probability"": 0.5277777777777778, ""score"": -0.23650355880968404}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.18204465740153974, ""p_observed"": 0.59102232870077, ""prior_probability"": 0.4722222222222222, ""score"": -1.8021085565402024}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.23650355880968404, ""p_observed"": 0.38174822059515806, ""prior_probability"": 0.5277777777777778, ""score"": -2.5650679514349224}}"
40,Male,White,gender=Male,>50K,"{""age"": ""28"", ""workclass"": ""State-gov"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | Bachelors | State-gov,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.7164948162292427, ""p_observed"": 0.14175259188537867, ""prior_probability"": 0.15218508997429306, ""score"": 0.14175259188537867}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.4476722934352005, ""p_observed"": 0.27616385328239973, ""prior_probability"": 0.847814910025707, ""score"": 0.27616385328239973}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.7164948162292427, ""p_observed"": 0.14175259188537867, ""prior_probability"": 0.15218508997429306, ""score"": -0.7164948162292427}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.4476722934352005, ""p_observed"": 0.27616385328239973, ""prior_probability"": 0.847814910025707, ""score"": -0.4476722934352005}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.7164948162292427, ""p_observed"": 0.14175259188537867, ""prior_probability"": 0.15218508997429306, ""score"": -5.790001905000032}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.4476722934352005, ""p_observed"": 0.27616385328239973, ""prior_probability"": 0.847814910025707, ""score"": -2.7386147697030356}}"
41,Male,White,gender=Male,<=50K,"{""age"": ""45"", ""workclass"": ""Private"", ""education"": ""Assoc-acdm"", ""educational-num"": ""12"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""45"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Assoc-acdm | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.6523098158689794, ""p_observed"": 0.8261549079344898, ""prior_probability"": 0.4611801242236025, ""score"": 0.8261549079344898}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.31276461517530485, ""p_observed"": 0.6563823075876524, ""prior_probability"": 0.5388198757763976, ""score"": 0.6563823075876524}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.6523098158689794, ""p_observed"": 0.8261549079344898, ""prior_probability"": 0.4611801242236025, ""score"": 0.6523098158689794}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.31276461517530485, ""p_observed"": 0.6563823075876524, ""prior_probability"": 0.5388198757763976, ""score"": 0.31276461517530485}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.6523098158689794, ""p_observed"": 0.8261549079344898, ""prior_probability"": 0.4611801242236025, ""score"": -1.1559125536462518}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.31276461517530485, ""p_observed"": 0.6563823075876524, ""prior_probability"": 0.5388198757763976, ""score"": -1.4603976938275869}}"
42,Male,White,gender=Male,>50K,"{""age"": ""42"", ""workclass"": ""Private"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""capital-gain"": ""99999"", ""capital-loss"": ""0"", ""hours-per-week"": ""42"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | Bachelors | Private,2,2,"{""gender=Female"": "">50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5232278244304579, ""p_observed"": 0.761613912215229, ""prior_probability"": 0.15218508997429306, ""score"": 0.761613912215229}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7457895299201608, ""p_observed"": 0.8728947649600803, ""prior_probability"": 0.847814910025707, ""score"": 0.8728947649600803}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5232278244304579, ""p_observed"": 0.761613912215229, ""prior_probability"": 0.15218508997429306, ""score"": 0.5232278244304579}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7457895299201608, ""p_observed"": 0.8728947649600803, ""prior_probability"": 0.847814910025707, ""score"": 0.7457895299201608}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.5232278244304579, ""p_observed"": 0.761613912215229, ""prior_probability"": 0.15218508997429306, ""score"": -2.4272888588934842}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7457895299201608, ""p_observed"": 0.8728947649600803, ""prior_probability"": 0.847814910025707, ""score"": -0.4369734826031342}}"
43,Male,White,gender=Male,<=50K,"{""age"": ""29"", ""workclass"": ""Self-emp-not-inc"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""35"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college | Self-emp-not-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7851040314311609, ""p_observed"": 0.8925520157155804, ""prior_probability"": 0.44275132275132273, ""score"": 0.8925520157155804}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7229644669299178, ""p_observed"": 0.8614822334649588, ""prior_probability"": 0.5572486772486772, ""score"": 0.8614822334649588}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7851040314311609, ""p_observed"": 0.8925520157155804, ""prior_probability"": 0.44275132275132273, ""score"": 0.7851040314311609}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7229644669299178, ""p_observed"": 0.8614822334649588, ""prior_probability"": 0.5572486772486772, ""score"": 0.7229644669299178}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7851040314311609, ""p_observed"": 0.8925520157155804, ""prior_probability"": 0.44275132275132273, ""score"": -1.0420879869686173}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7229644669299178, ""p_observed"": 0.8614822334649588, ""prior_probability"": 0.5572486772486772, ""score"": -0.8829453724685253}}"
44,Female,Black,gender=Female,<=50K,"{""age"": ""27"", ""workclass"": ""Private"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""France""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Bachelors | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7777565328707574, ""p_observed"": 0.8888782664353787, ""prior_probability"": 0.4140684410646388, ""score"": 0.8888782664353787}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5781366458207338, ""p_observed"": 0.7890683229103668, ""prior_probability"": 0.5859315589353612, ""score"": 0.7890683229103668}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7777565328707574, ""p_observed"": 0.8888782664353787, ""prior_probability"": 0.4140684410646388, ""score"": 0.7777565328707574}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5781366458207338, ""p_observed"": 0.7890683229103668, ""prior_probability"": 0.5859315589353612, ""score"": 0.5781366458207338}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7777565328707574, ""p_observed"": 0.8888782664353787, ""prior_probability"": 0.4140684410646388, ""score"": -1.1173139742148244}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5781366458207338, ""p_observed"": 0.7890683229103668, ""prior_probability"": 0.5859315589353612, ""score"": -1.0083570250029277}}"
45,Male,Black,gender=Male,<=50K,"{""age"": ""21"", ""workclass"": ""Private"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""20"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9653965811305263, ""p_observed"": 0.9826982905652631, ""prior_probability"": 0.44275132275132273, ""score"": 0.9826982905652631}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9176130364224094, ""p_observed"": 0.9588065182112047, ""prior_probability"": 0.5572486772486772, ""score"": 0.9588065182112047}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9653965811305263, ""p_observed"": 0.9826982905652631, ""prior_probability"": 0.44275132275132273, ""score"": 0.9653965811305263}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9176130364224094, ""p_observed"": 0.9588065182112047, ""prior_probability"": 0.5572486772486772, ""score"": 0.9176130364224094}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9653965811305263, ""p_observed"": 0.9826982905652631, ""prior_probability"": 0.44275132275132273, ""score"": -0.84965328103073}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9176130364224094, ""p_observed"": 0.9588065182112047, ""prior_probability"": 0.5572486772486772, ""score"": -0.6688756367191366}}"
46,Male,Black,gender=Male,<=50K,"{""age"": ""28"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""48"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8932153517506511, ""p_observed"": 0.9466076758753257, ""prior_probability"": 0.3531869020347662, ""score"": 0.9466076758753257}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7853531143783739, ""p_observed"": 0.892676557189187, ""prior_probability"": 0.6468130979652338, ""score"": 0.892676557189187}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8932153517506511, ""p_observed"": 0.9466076758753257, ""prior_probability"": 0.3531869020347662, ""score"": 0.8932153517506511}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7853531143783739, ""p_observed"": 0.892676557189187, ""prior_probability"": 0.6468130979652338, ""score"": 0.7853531143783739}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8932153517506511, ""p_observed"": 0.9466076758753257, ""prior_probability"": 0.3531869020347662, ""score"": -1.1504989999523505}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7853531143783739, ""p_observed"": 0.892676557189187, ""prior_probability"": 0.6468130979652338, ""score"": -0.6627598244973639}}"
47,Female,White,gender=Female,<=50K,"{""age"": ""40"", ""workclass"": ""Self-emp-not-inc"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""capital-gain"": ""2174"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Bachelors | Self-emp-not-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.49592542822697516, ""p_observed"": 0.7479627141134875, ""prior_probability"": 0.4140684410646388, ""score"": 0.7479627141134875}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.08965460685292864, ""p_observed"": 0.5448273034264643, ""prior_probability"": 0.5859315589353612, ""score"": 0.5448273034264643}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.49592542822697516, ""p_observed"": 0.7479627141134875, ""prior_probability"": 0.4140684410646388, ""score"": 0.49592542822697516}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.08965460685292864, ""p_observed"": 0.5448273034264643, ""prior_probability"": 0.5859315589353612, ""score"": 0.08965460685292864}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.49592542822697516, ""p_observed"": 0.7479627141134875, ""prior_probability"": 0.4140684410646388, ""score"": -1.4625283016227426}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.08965460685292864, ""p_observed"": 0.5448273034264643, ""prior_probability"": 0.5859315589353612, ""score"": -1.7491251078138208}}"
