sample_index,true_gender,true_race,true_secret,true_income,known_features,prior_baseline_prediction,conditional_prior_prediction,lomia_label_only_prediction,targeted_lomia_prediction,fredrikson_confidence_map_prediction,csmia_confidence_prediction,bayes_calibrated_confidence_map_prediction,is_targeted_group,targeted_group_key,query_count,score_query_count,candidate_label_outputs,fredrikson_confidence_outputs,csmia_confidence_outputs,bayes_calibrated_confidence_outputs
39,Male,White,gender=Male,<=50K,"{""age"": ""38"", ""education"": ""Masters"", ""educational-num"": ""14"", ""race"": ""White"", ""hours-per-week"": ""50""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Female,1,<=50K | Masters,2,2,"{""gender=Female"": "">50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.12371175664696771, ""p_observed"": 0.4381441216765161, ""prior_probability"": 0.4722222222222222, ""score"": 0.4381441216765161}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.6098190448228611, ""p_observed"": 0.1950904775885695, ""prior_probability"": 0.5277777777777778, ""score"": 0.1950904775885695}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.12371175664696771, ""p_observed"": 0.4381441216765161, ""prior_probability"": 0.4722222222222222, ""score"": -0.12371175664696771}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.6098190448228611, ""p_observed"": 0.1950904775885695, ""prior_probability"": 0.5277777777777778, ""score"": -0.6098190448228611}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.12371175664696771, ""p_observed"": 0.4381441216765161, ""prior_probability"": 0.4722222222222222, ""score"": -2.400720350010987}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.6098190448228611, ""p_observed"": 0.1950904775885695, ""prior_probability"": 0.5277777777777778, ""score"": -3.907663640077025}}"
40,Male,White,gender=Male,>50K,"{""age"": ""28"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.6987484787818042, ""p_observed"": 0.1506257606090978, ""prior_probability"": 0.15218508997429306, ""score"": 0.1506257606090978}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.33761126701134736, ""p_observed"": 0.3311943664943262, ""prior_probability"": 0.847814910025707, ""score"": 0.3311943664943262}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.6987484787818042, ""p_observed"": 0.1506257606090978, ""prior_probability"": 0.15218508997429306, ""score"": -0.6987484787818042}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.33761126701134736, ""p_observed"": 0.3311943664943262, ""prior_probability"": 0.847814910025707, ""score"": -0.33761126701134736}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.6987484787818042, ""p_observed"": 0.1506257606090978, ""prior_probability"": 0.15218508997429306, ""score"": -5.668571651854508}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.33761126701134736, ""p_observed"": 0.3311943664943262, ""prior_probability"": 0.847814910025707, ""score"": -2.3751926654784037}}"
41,Male,White,gender=Male,<=50K,"{""age"": ""45"", ""education"": ""Assoc-acdm"", ""educational-num"": ""12"", ""race"": ""White"", ""hours-per-week"": ""45""}",gender=Male,gender=Male,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Assoc-acdm,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7213252706332562, ""p_observed"": 0.860662635316628, ""prior_probability"": 0.4611801242236025, ""score"": 0.860662635316628}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.01332220253247346, ""p_observed"": 0.4933388987337633, ""prior_probability"": 0.5388198757763976, ""score"": 0.4933388987337633}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7213252706332562, ""p_observed"": 0.860662635316628, ""prior_probability"": 0.4611801242236025, ""score"": 0.7213252706332562}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.01332220253247346, ""p_observed"": 0.4933388987337633, ""prior_probability"": 0.5388198757763976, ""score"": -0.01332220253247346}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7213252706332562, ""p_observed"": 0.860662635316628, ""prior_probability"": 0.4611801242236025, ""score"": -1.074071947781567}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.01332220253247346, ""p_observed"": 0.4933388987337633, ""prior_probability"": 0.5388198757763976, ""score"": -2.031491785634756}}"
42,Male,White,gender=Male,>50K,"{""age"": ""42"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""42""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.4458287336655568, ""p_observed"": 0.2770856331672216, ""prior_probability"": 0.15218508997429306, ""score"": 0.2770856331672216}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.2044977653910262, ""p_observed"": 0.6022488826955132, ""prior_probability"": 0.847814910025707, ""score"": 0.6022488826955132}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.4458287336655568, ""p_observed"": 0.2770856331672216, ""prior_probability"": 0.15218508997429306, ""score"": -0.4458287336655568}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.2044977653910262, ""p_observed"": 0.6022488826955132, ""prior_probability"": 0.847814910025707, ""score"": 0.2044977653910262}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.4458287336655568, ""p_observed"": 0.2770856331672216, ""prior_probability"": 0.15218508997429306, ""score"": -4.449515152852987}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.2044977653910262, ""p_observed"": 0.6022488826955132, ""prior_probability"": 0.847814910025707, ""score"": -1.1792619189048632}}"
43,Male,White,gender=Male,<=50K,"{""age"": ""29"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""35""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8682599085706642, ""p_observed"": 0.9341299542853319, ""prior_probability"": 0.44275132275132273, ""score"": 0.9341299542853319}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7512230319333976, ""p_observed"": 0.8756115159666986, ""prior_probability"": 0.5572486772486772, ""score"": 0.8756115159666986}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8682599085706642, ""p_observed"": 0.9341299542853319, ""prior_probability"": 0.44275132275132273, ""score"": 0.8682599085706642}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7512230319333976, ""p_observed"": 0.8756115159666986, ""prior_probability"": 0.5572486772486772, ""score"": 0.7512230319333976}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8682599085706642, ""p_observed"": 0.9341299542853319, ""prior_probability"": 0.44275132275132273, ""score"": -0.9510264409061006}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7512230319333976, ""p_observed"": 0.8756115159666986, ""prior_probability"": 0.5572486772486772, ""score"": -0.850409203098918}}"
44,Female,Black,gender=Female,<=50K,"{""age"": ""27"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""Black"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8891216389226144, ""p_observed"": 0.9445608194613072, ""prior_probability"": 0.4140684410646388, ""score"": 0.9445608194613072}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.763376964223755, ""p_observed"": 0.8816884821118774, ""prior_probability"": 0.5859315589353612, ""score"": 0.8816884821118774}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8891216389226144, ""p_observed"": 0.9445608194613072, ""prior_probability"": 0.4140684410646388, ""score"": 0.8891216389226144}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.763376964223755, ""p_observed"": 0.8816884821118774, ""prior_probability"": 0.5859315589353612, ""score"": 0.763376964223755}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8891216389226144, ""p_observed"": 0.9445608194613072, ""prior_probability"": 0.4140684410646388, ""score"": -0.9957944038886376}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.763376964223755, ""p_observed"": 0.8816884821118774, ""prior_probability"": 0.5859315589353612, ""score"": -0.7863852503473789}}"
45,Male,Black,gender=Male,<=50K,"{""age"": ""21"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Black"", ""hours-per-week"": ""20""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9930139337513001, ""p_observed"": 0.9965069668756501, ""prior_probability"": 0.44275132275132273, ""score"": 0.9965069668756501}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9913128659883028, ""p_observed"": 0.9956564329941514, ""prior_probability"": 0.5572486772486772, ""score"": 0.9956564329941514}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9930139337513001, ""p_observed"": 0.9965069668756501, ""prior_probability"": 0.44275132275132273, ""score"": 0.9930139337513001}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9913128659883028, ""p_observed"": 0.9956564329941514, ""prior_probability"": 0.5572486772486772, ""score"": 0.9913128659883028}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9930139337513001, ""p_observed"": 0.9965069668756501, ""prior_probability"": 0.44275132275132273, ""score"": -0.821745310759766}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9913128659883028, ""p_observed"": 0.9956564329941514, ""prior_probability"": 0.5572486772486772, ""score"": -0.593449735828313}}"
46,Male,Black,gender=Male,<=50K,"{""age"": ""28"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""Black"", ""hours-per-week"": ""48""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.963386994986348, ""p_observed"": 0.981693497493174, ""prior_probability"": 0.3531869020347662, ""score"": 0.981693497493174}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8306567072553355, ""p_observed"": 0.9153283536276676, ""prior_probability"": 0.6468130979652338, ""score"": 0.9153283536276676}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.963386994986348, ""p_observed"": 0.981693497493174, ""prior_probability"": 0.3531869020347662, ""score"": 0.963386994986348}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8306567072553355, ""p_observed"": 0.9153283536276676, ""prior_probability"": 0.6468130979652338, ""score"": 0.8306567072553355}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.963386994986348, ""p_observed"": 0.981693497493174, ""prior_probability"": 0.3531869020347662, ""score"": -1.0777101746997613}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.8306567072553355, ""p_observed"": 0.9153283536276676, ""prior_probability"": 0.6468130979652338, ""score"": -0.6126427443871545}}"
47,Female,White,gender=Female,<=50K,"{""age"": ""40"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5272712429692026, ""p_observed"": 0.7636356214846013, ""prior_probability"": 0.4140684410646388, ""score"": 0.7636356214846013}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.1454102102798393, ""p_observed"": 0.4272948948600804, ""prior_probability"": 0.5859315589353612, ""score"": 0.4272948948600804}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.5272712429692026, ""p_observed"": 0.7636356214846013, ""prior_probability"": 0.4140684410646388, ""score"": 0.5272712429692026}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.1454102102798393, ""p_observed"": 0.4272948948600804, ""prior_probability"": 0.5859315589353612, ""score"": -0.1454102102798393}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.5272712429692026, ""p_observed"": 0.7636356214846013, ""prior_probability"": 0.4140684410646388, ""score"": -1.4210530798688055}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.1454102102798393, ""p_observed"": 0.4272948948600804, ""prior_probability"": 0.5859315589353612, ""score"": -2.2351140575331714}}"
48,Female,White,gender=Female,<=50K,"{""age"": ""22"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9831430268232252, ""p_observed"": 0.9915715134116126, ""prior_probability"": 0.3531869020347662, ""score"": 0.9915715134116126}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9398802614030322, ""p_observed"": 0.9699401307015159, ""prior_probability"": 0.6468130979652338, ""score"": 0.9699401307015159}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9831430268232252, ""p_observed"": 0.9915715134116126, ""prior_probability"": 0.3531869020347662, ""score"": 0.9831430268232252}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9398802614030322, ""p_observed"": 0.9699401307015159, ""prior_probability"": 0.6468130979652338, ""score"": 0.9398802614030322}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9831430268232252, ""p_observed"": 0.9915715134116126, ""prior_probability"": 0.3531869020347662, ""score"": -1.0576863089197797}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9398802614030322, ""p_observed"": 0.9699401307015159, ""prior_probability"": 0.6468130979652338, ""score"": -0.4967397617057425}}"
49,Male,Asian-Pac-Islander,gender=Male,<=50K,"{""age"": ""22"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Asian-Pac-Islander"", ""hours-per-week"": ""20""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9958629226094953, ""p_observed"": 0.9979314613047476, ""prior_probability"": 0.44275132275132273, ""score"": 0.9979314613047476}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9818096184266701, ""p_observed"": 0.990904809213335, ""prior_probability"": 0.5572486772486772, ""score"": 0.990904809213335}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9958629226094953, ""p_observed"": 0.9979314613047476, ""prior_probability"": 0.44275132275132273, ""score"": 0.9958629226094953}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9818096184266701, ""p_observed"": 0.990904809213335, ""prior_probability"": 0.5572486772486772, ""score"": 0.9818096184266701}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9958629226094953, ""p_observed"": 0.9979314613047476, ""prior_probability"": 0.44275132275132273, ""score"": -0.8188883768956854}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9818096184266701, ""p_observed"": 0.990904809213335, ""prior_probability"": 0.5572486772486772, ""score"": -0.6030172895314864}}"
50,Male,White,gender=Male,<=50K,"{""age"": ""41"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""44""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8234152818297563, ""p_observed"": 0.911707640914878, ""prior_probability"": 0.3531869020347662, ""score"": 0.911707640914878}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3758704998632432, ""p_observed"": 0.6879352499316216, ""prior_probability"": 0.6468130979652338, ""score"": 0.6879352499316216}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8234152818297563, ""p_observed"": 0.911707640914878, ""prior_probability"": 0.3531869020347662, ""score"": 0.8234152818297563}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3758704998632432, ""p_observed"": 0.6879352499316216, ""prior_probability"": 0.6468130979652338, ""score"": 0.3758704998632432}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8234152818297563, ""p_observed"": 0.911707640914878, ""prior_probability"": 0.3531869020347662, ""score"": -1.2256297135934657}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.3758704998632432, ""p_observed"": 0.6879352499316216, ""prior_probability"": 0.6468130979652338, ""score"": -1.1838190189726}}"
51,Female,White,gender=Female,<=50K,"{""age"": ""18"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9811014449905383, ""p_observed"": 0.9905507224952691, ""prior_probability"": 0.44275132275132273, ""score"": 0.9905507224952691}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9225686030483803, ""p_observed"": 0.9612843015241902, ""prior_probability"": 0.5572486772486772, ""score"": 0.9612843015241902}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9811014449905383, ""p_observed"": 0.9905507224952691, ""prior_probability"": 0.44275132275132273, ""score"": 0.9811014449905383}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9225686030483803, ""p_observed"": 0.9612843015241902, ""prior_probability"": 0.5572486772486772, ""score"": 0.9225686030483803}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9811014449905383, ""p_observed"": 0.9905507224952691, ""prior_probability"": 0.44275132275132273, ""score"": -0.8337354250911934}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9225686030483803, ""p_observed"": 0.9612843015241902, ""prior_probability"": 0.5572486772486772, ""score"": -0.6637138294485488}}"
52,Male,White,gender=Male,<=50K,"{""age"": ""36"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""hours-per-week"": ""70""}",gender=Male,gender=Male,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Bachelors,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.32244597569922157, ""p_observed"": 0.6612229878496108, ""prior_probability"": 0.4140684410646388, ""score"": 0.6612229878496108}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.3201770448633241, ""p_observed"": 0.33991147756833795, ""prior_probability"": 0.5859315589353612, ""score"": 0.33991147756833795}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.32244597569922157, ""p_observed"": 0.6612229878496108, ""prior_probability"": 0.4140684410646388, ""score"": 0.32244597569922157}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.3201770448633241, ""p_observed"": 0.33991147756833795, ""prior_probability"": 0.5859315589353612, ""score"": -0.3201770448633241}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.32244597569922157, ""p_observed"": 0.6612229878496108, ""prior_probability"": 0.4140684410646388, ""score"": -1.709052295792712}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.3201770448633241, ""p_observed"": 0.33991147756833795, ""prior_probability"": 0.5859315589353612, ""score"": -2.692692400580948}}"
53,Male,Black,gender=Male,<=50K,"{""age"": ""27"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Black"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9609480510174468, ""p_observed"": 0.9804740255087234, ""prior_probability"": 0.44275132275132273, ""score"": 0.9804740255087234}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9154095566643106, ""p_observed"": 0.9577047783321552, ""prior_probability"": 0.5572486772486772, ""score"": 0.9577047783321552}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9609480510174468, ""p_observed"": 0.9804740255087234, ""prior_probability"": 0.44275132275132273, ""score"": 0.9609480510174468}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9154095566643106, ""p_observed"": 0.9577047783321552, ""prior_probability"": 0.5572486772486772, ""score"": 0.9154095566643106}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9609480510174468, ""p_observed"": 0.9804740255087234, ""prior_probability"": 0.44275132275132273, ""score"": -0.8541852642704604}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9154095566643106, ""p_observed"": 0.9577047783321552, ""prior_probability"": 0.5572486772486772, ""score"": -0.6711751065994375}}"
54,Male,White,gender=Male,>50K,"{""age"": ""50"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.7673085740129088, ""p_observed"": 0.11634571299354553, ""prior_probability"": 0.129565816678153, ""score"": 0.11634571299354553}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.34083031998896185, ""p_observed"": 0.32958484000551913, ""prior_probability"": 0.870434183321847, ""score"": 0.32958484000551913}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.7673085740129088, ""p_observed"": 0.11634571299354553, ""prior_probability"": 0.129565816678153, ""score"": -0.7673085740129088}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.34083031998896185, ""p_observed"": 0.32958484000551913, ""prior_probability"": 0.870434183321847, ""score"": -0.34083031998896185}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.7673085740129088, ""p_observed"": 0.11634571299354553, ""prior_probability"": 0.129565816678153, ""score"": -6.345944761438722}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.34083031998896185, ""p_observed"": 0.32958484000551913, ""prior_probability"": 0.870434183321847, ""score"": -2.3586060848007264}}"
55,Male,Black,gender=Male,<=50K,"{""age"": ""30"", ""education"": ""Assoc-acdm"", ""educational-num"": ""12"", ""race"": ""Black"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Assoc-acdm,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9509471919819792, ""p_observed"": 0.9754735959909897, ""prior_probability"": 0.4611801242236025, ""score"": 0.9754735959909897}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5324013079504506, ""p_observed"": 0.7662006539752255, ""prior_probability"": 0.5388198757763976, ""score"": 0.7662006539752255}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9509471919819792, ""p_observed"": 0.9754735959909897, ""prior_probability"": 0.4611801242236025, ""score"": 0.9509471919819792}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5324013079504506, ""p_observed"": 0.7662006539752255, ""prior_probability"": 0.5388198757763976, ""score"": 0.5324013079504506}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9509471919819792, ""p_observed"": 0.9754735959909897, ""prior_probability"": 0.4611801242236025, ""score"": -0.8236309601808212}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5324013079504506, ""p_observed"": 0.7662006539752255, ""prior_probability"": 0.5388198757763976, ""score"": -1.1509963325279915}}"
56,Male,White,gender=Male,<=50K,"{""age"": ""31"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""hours-per-week"": ""60""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Female,gender=Female,gender=Male,1,<=50K | HS-grad,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8716543553315665, ""p_observed"": 0.9358271776657832, ""prior_probability"": 0.3531869020347662, ""score"": 0.9358271776657832}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6103581908011242, ""p_observed"": 0.8051790954005622, ""prior_probability"": 0.6468130979652338, ""score"": 0.8051790954005622}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8716543553315665, ""p_observed"": 0.9358271776657832, ""prior_probability"": 0.3531869020347662, ""score"": 0.8716543553315665}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6103581908011242, ""p_observed"": 0.8051790954005622, ""prior_probability"": 0.6468130979652338, ""score"": 0.6103581908011242}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8716543553315665, ""p_observed"": 0.9358271776657832, ""prior_probability"": 0.3531869020347662, ""score"": -1.1734068122435817}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.6103581908011242, ""p_observed"": 0.8051790954005622, ""prior_probability"": 0.6468130979652338, ""score"": -0.8690789961738318}}"
57,Male,White,gender=Male,<=50K,"{""age"": ""41"", ""education"": ""11th"", ""educational-num"": ""7"", ""race"": ""White"", ""hours-per-week"": ""40""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 11th,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.923725852452341, ""p_observed"": 0.9618629262261706, ""prior_probability"": 0.3555070883315158, ""score"": 0.9618629262261706}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7490443871769391, ""p_observed"": 0.8745221935884695, ""prior_probability"": 0.6444929116684842, ""score"": 0.8745221935884695}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.923725852452341, ""p_observed"": 0.9618629262261706, ""prior_probability"": 0.3555070883315158, ""score"": 0.923725852452341}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7490443871769391, ""p_observed"": 0.8745221935884695, ""prior_probability"": 0.6444929116684842, ""score"": 0.7490443871769391}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.923725852452341, ""p_observed"": 0.9618629262261706, ""prior_probability"": 0.3555070883315158, ""score"": -1.1119767444882396}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7490443871769391, ""p_observed"": 0.8745221935884695, ""prior_probability"": 0.6444929116684842, ""score"": -0.7074466673350559}}"
