sample_index,true_gender,true_race,true_secret,true_income,known_features,prior_baseline_prediction,conditional_prior_prediction,lomia_label_only_prediction,targeted_lomia_prediction,fredrikson_confidence_map_prediction,csmia_confidence_prediction,bayes_calibrated_confidence_map_prediction,is_targeted_group,targeted_group_key,query_count,score_query_count,candidate_label_outputs,fredrikson_confidence_outputs,csmia_confidence_outputs,bayes_calibrated_confidence_outputs
0,Male,White,gender=Male,<=50K,"{""age"": ""22"", ""workclass"": ""Private"", ""education"": ""10th"", ""educational-num"": ""6"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""30"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | 10th | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9738516197884565, ""p_observed"": 0.9869258098942282, ""prior_probability"": 0.3323572474377745, ""score"": 0.9869258098942282}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9250715349746907, ""p_observed"": 0.9625357674873453, ""prior_probability"": 0.6676427525622255, ""score"": 0.9625357674873453}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9738516197884565, ""p_observed"": 0.9869258098942282, ""prior_probability"": 0.3323572474377745, ""score"": 0.9738516197884565}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9250715349746907, ""p_observed"": 0.9625357674873453, ""prior_probability"": 0.6676427525622255, ""score"": 0.9250715349746907}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9738516197884565, ""p_observed"": 0.9869258098942282, ""prior_probability"": 0.3323572474377745, ""score"": -1.127865661397936}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.9250715349746907, ""p_observed"": 0.9625357674873453, ""prior_probability"": 0.6676427525622255, ""score"": -0.4803701550260806}}"
158,Female,White,gender=Female,<=50K,"{""age"": ""23"", ""workclass"": ""Local-gov"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""43"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Bachelors | Local-gov,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7981586082743842, ""p_observed"": 0.8990793041371921, ""prior_probability"": 0.4140684410646388, ""score"": 0.8990793041371921}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5151761193306852, ""p_observed"": 0.7575880596653426, ""prior_probability"": 0.5859315589353612, ""score"": 0.7575880596653426}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7981586082743842, ""p_observed"": 0.8990793041371921, ""prior_probability"": 0.4140684410646388, ""score"": 0.7981586082743842}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5151761193306852, ""p_observed"": 0.7575880596653426, ""prior_probability"": 0.5859315589353612, ""score"": 0.5151761193306852}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7981586082743842, ""p_observed"": 0.8990793041371921, ""prior_probability"": 0.4140684410646388, ""score"": -1.0944920715946083}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5151761193306852, ""p_observed"": 0.7575880596653426, ""prior_probability"": 0.5859315589353612, ""score"": -1.0897832857954435}}"
159,Male,White,gender=Male,>50K,"{""age"": ""39"", ""workclass"": ""Private"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | Bachelors | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.5536175499063736, ""p_observed"": 0.22319122504681316, ""prior_probability"": 0.15218508997429306, ""score"": 0.22319122504681316}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.031161082881273117, ""p_observed"": 0.48441945855936347, ""prior_probability"": 0.847814910025707, ""score"": 0.48441945855936347}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.5536175499063736, ""p_observed"": 0.22319122504681316, ""prior_probability"": 0.15218508997429306, ""score"": -0.5536175499063736}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.031161082881273117, ""p_observed"": 0.48441945855936347, ""prior_probability"": 0.847814910025707, ""score"": -0.031161082881273117}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.5536175499063736, ""p_observed"": 0.22319122504681316, ""prior_probability"": 0.15218508997429306, ""score"": -4.88211052883689}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.031161082881273117, ""p_observed"": 0.48441945855936347, ""prior_probability"": 0.847814910025707, ""score"": -1.6147011288402866}}"
160,Female,White,gender=Female,<=50K,"{""age"": ""32"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""37"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8763709409066842, ""p_observed"": 0.9381854704533419, ""prior_probability"": 0.3531869020347662, ""score"": 0.9381854704533419}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7209751703855457, ""p_observed"": 0.8604875851927728, ""prior_probability"": 0.6468130979652338, ""score"": 0.8604875851927728}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8763709409066842, ""p_observed"": 0.9381854704533419, ""prior_probability"": 0.3531869020347662, ""score"": 0.8763709409066842}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7209751703855457, ""p_observed"": 0.8604875851927728, ""prior_probability"": 0.6468130979652338, ""score"": 0.7209751703855457}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8763709409066842, ""p_observed"": 0.9381854704533419, ""prior_probability"": 0.3531869020347662, ""score"": -1.1683731343016421}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7209751703855457, ""p_observed"": 0.8604875851927728, ""prior_probability"": 0.6468130979652338, ""score"": -0.736210082812018}}"
161,Female,White,gender=Female,<=50K,"{""age"": ""42"", ""workclass"": ""State-gov"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""45"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Female,0,<=50K | Some-college | State-gov,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7475992287294783, ""p_observed"": 0.873799614364739, ""prior_probability"": 0.44275132275132273, ""score"": 0.873799614364739}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3024913086123385, ""p_observed"": 0.6512456543061693, ""prior_probability"": 0.5572486772486772, ""score"": 0.6512456543061693}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7475992287294783, ""p_observed"": 0.873799614364739, ""prior_probability"": 0.44275132275132273, ""score"": 0.7475992287294783}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.3024913086123385, ""p_observed"": 0.6512456543061693, ""prior_probability"": 0.5572486772486772, ""score"": 0.3024913086123385}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7475992287294783, ""p_observed"": 0.873799614364739, ""prior_probability"": 0.44275132275132273, ""score"": -1.0845554223353613}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.3024913086123385, ""p_observed"": 0.6512456543061693, ""prior_probability"": 0.5572486772486772, ""score"": -1.4424803980060052}}"
162,Female,Black,gender=Female,<=50K,"{""age"": ""35"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""36"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9346804784076326, ""p_observed"": 0.9673402392038162, ""prior_probability"": 0.3531869020347662, ""score"": 0.9673402392038162}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8049503473353657, ""p_observed"": 0.9024751736676828, ""prior_probability"": 0.6468130979652338, ""score"": 0.9024751736676828}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9346804784076326, ""p_observed"": 0.9673402392038162, ""prior_probability"": 0.3531869020347662, ""score"": 0.9346804784076326}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8049503473353657, ""p_observed"": 0.9024751736676828, ""prior_probability"": 0.6468130979652338, ""score"": 0.8049503473353657}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9346804784076326, ""p_observed"": 0.9673402392038162, ""prior_probability"": 0.3531869020347662, ""score"": -1.1071678849490325}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.8049503473353657, ""p_observed"": 0.9024751736676828, ""prior_probability"": 0.6468130979652338, ""score"": -0.6409260961839984}}"
163,Female,White,gender=Female,<=50K,"{""age"": ""34"", ""workclass"": ""Private"", ""education"": ""Assoc-voc"", ""educational-num"": ""11"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Assoc-voc | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7774483088709913, ""p_observed"": 0.8887241544354957, ""prior_probability"": 0.40348837209302324, ""score"": 0.8887241544354957}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5325271347122575, ""p_observed"": 0.7662635673561289, ""prior_probability"": 0.5965116279069768, ""score"": 0.7662635673561289}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7774483088709913, ""p_observed"": 0.8887241544354957, ""prior_probability"": 0.40348837209302324, ""score"": 0.7774483088709913}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5325271347122575, ""p_observed"": 0.7662635673561289, ""prior_probability"": 0.5965116279069768, ""score"": 0.5325271347122575}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7774483088709913, ""p_observed"": 0.8887241544354957, ""prior_probability"": 0.40348837209302324, ""score"": -1.1435443674836625}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5325271347122575, ""p_observed"": 0.7662635673561289, ""prior_probability"": 0.5965116279069768, ""score"": -1.0491147155049338}}"
164,Male,White,gender=Male,<=50K,"{""age"": ""23"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9321857407645197, ""p_observed"": 0.9660928703822599, ""prior_probability"": 0.3531869020347662, ""score"": 0.9660928703822599}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8607573863024276, ""p_observed"": 0.9303786931512137, ""prior_probability"": 0.6468130979652338, ""score"": 0.9303786931512137}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9321857407645197, ""p_observed"": 0.9660928703822599, ""prior_probability"": 0.3531869020347662, ""score"": 0.9321857407645197}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8607573863024276, ""p_observed"": 0.9303786931512137, ""prior_probability"": 0.6468130979652338, ""score"": 0.8607573863024276}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9321857407645197, ""p_observed"": 0.9660928703822599, ""prior_probability"": 0.3531869020347662, ""score"": -1.1097485152039612}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.8607573863024276, ""p_observed"": 0.9303786931512137, ""prior_probability"": 0.6468130979652338, ""score"": -0.5800250586345921}}"
165,Female,Black,gender=Female,>50K,"{""age"": ""45"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""60"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8371210523629493, ""p_observed"": 0.08143947381852536, ""prior_probability"": 0.129565816678153, ""score"": 0.08143947381852536}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.5266411891346112, ""p_observed"": 0.23667940543269445, ""prior_probability"": 0.870434183321847, ""score"": 0.23667940543269445}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8371210523629493, ""p_observed"": 0.08143947381852536, ""prior_probability"": 0.129565816678153, ""score"": -0.8371210523629493}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.5266411891346112, ""p_observed"": 0.23667940543269445, ""prior_probability"": 0.870434183321847, ""score"": -0.5266411891346112}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.8371210523629493, ""p_observed"": 0.08143947381852536, ""prior_probability"": 0.129565816678153, ""score"": -7.059356664397743}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.5266411891346112, ""p_observed"": 0.23667940543269445, ""prior_probability"": 0.870434183321847, ""score"": -3.020860677116681}}"
166,Male,White,gender=Male,>50K,"{""age"": ""29"", ""workclass"": ""Private"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""45"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | Some-college | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8226867710084711, ""p_observed"": 0.08865661449576445, ""prior_probability"": 0.1390946502057613, ""score"": 0.08865661449576445}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.6815552666664793, ""p_observed"": 0.15922236666676035, ""prior_probability"": 0.8609053497942387, ""score"": 0.15922236666676035}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.8226867710084711, ""p_observed"": 0.08865661449576445, ""prior_probability"": 0.1390946502057613, ""score"": -0.8226867710084711}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.6815552666664793, ""p_observed"": 0.15922236666676035, ""prior_probability"": 0.8609053497942387, ""score"": -0.6815552666664793}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.8226867710084711, ""p_observed"": 0.08865661449576445, ""prior_probability"": 0.1390946502057613, ""score"": -6.8185699121395205}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.6815552666664793, ""p_observed"": 0.15922236666676035, ""prior_probability"": 0.8609053497942387, ""score"": -3.8246777537543597}}"
167,Female,White,gender=Female,<=50K,"{""age"": ""22"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9331560778009055, ""p_observed"": 0.9665780389004528, ""prior_probability"": 0.3531869020347662, ""score"": 0.9665780389004528}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8612647603758504, ""p_observed"": 0.9306323801879252, ""prior_probability"": 0.6468130979652338, ""score"": 0.9306323801879252}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9331560778009055, ""p_observed"": 0.9665780389004528, ""prior_probability"": 0.3531869020347662, ""score"": 0.9331560778009055}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8612647603758504, ""p_observed"": 0.9306323801879252, ""prior_probability"": 0.6468130979652338, ""score"": 0.8612647603758504}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9331560778009055, ""p_observed"": 0.9665780389004528, ""prior_probability"": 0.3531869020347662, ""score"": -1.1087443741967071}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.8612647603758504, ""p_observed"": 0.9306323801879252, ""prior_probability"": 0.6468130979652338, ""score"": -0.5794797915119678}}"
168,Male,White,gender=Male,>50K,"{""age"": ""41"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""1485"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.809621210804284, ""p_observed"": 0.09518939459785788, ""prior_probability"": 0.129565816678153, ""score"": 0.09518939459785788}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.5230050603440359, ""p_observed"": 0.23849746982798203, ""prior_probability"": 0.870434183321847, ""score"": 0.23849746982798203}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.809621210804284, ""p_observed"": 0.09518939459785788, ""prior_probability"": 0.129565816678153, ""score"": -0.809621210804284}, ""gender=Male"": {""alpha"": 1.0, ""margin"": -0.5230050603440359, ""p_observed"": 0.23849746982798203, ""prior_probability"": 0.870434183321847, ""score"": -0.5230050603440359}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.809621210804284, ""p_observed"": 0.09518939459785788, ""prior_probability"": 0.129565816678153, ""score"": -6.747339779401052}, ""gender=Male"": {""alpha"": 2.0, ""margin"": -0.5230050603440359, ""p_observed"": 0.23849746982798203, ""prior_probability"": 0.870434183321847, ""score"": -3.0055562853291367}}"
169,Female,White,gender=Female,<=50K,"{""age"": ""47"", ""workclass"": ""Private"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.809621210804284, ""p_observed"": 0.9048106054021419, ""prior_probability"": 0.3531869020347662, ""score"": 0.9048106054021419}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5105706809159174, ""p_observed"": 0.7552853404579587, ""prior_probability"": 0.6468130979652338, ""score"": 0.7552853404579587}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.809621210804284, ""p_observed"": 0.9048106054021419, ""prior_probability"": 0.3531869020347662, ""score"": 0.809621210804284}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5105706809159174, ""p_observed"": 0.7552853404579587, ""prior_probability"": 0.6468130979652338, ""score"": 0.5105706809159174}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.809621210804284, ""p_observed"": 0.9048106054021419, ""prior_probability"": 0.3531869020347662, ""score"": -1.2408171606110967}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.5105706809159174, ""p_observed"": 0.7552853404579587, ""prior_probability"": 0.6468130979652338, ""score"": -0.9970172345759903}}"
170,Female,White,gender=Female,<=50K,"{""age"": ""26"", ""workclass"": ""State-gov"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""20"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Bachelors | State-gov,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8156582506767228, ""p_observed"": 0.9078291253383615, ""prior_probability"": 0.4140684410646388, ""score"": 0.9078291253383615}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7176664920206179, ""p_observed"": 0.8588332460103091, ""prior_probability"": 0.5859315589353612, ""score"": 0.8588332460103091}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8156582506767228, ""p_observed"": 0.9078291253383615, ""prior_probability"": 0.4140684410646388, ""score"": 0.8156582506767228}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.7176664920206179, ""p_observed"": 0.8588332460103091, ""prior_probability"": 0.5859315589353612, ""score"": 0.7176664920206179}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.8156582506767228, ""p_observed"": 0.9078291253383615, ""prior_probability"": 0.4140684410646388, ""score"": -1.0751222143263797}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.7176664920206179, ""p_observed"": 0.8588332460103091, ""prior_probability"": 0.5859315589353612, ""score"": -0.8389132929683071}}"
171,Male,Asian-Pac-Islander,gender=Male,<=50K,"{""age"": ""19"", ""workclass"": ""Private"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""race"": ""Asian-Pac-Islander"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""35"", ""native-country"": ""Laos""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Some-college | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9503892525457633, ""p_observed"": 0.9751946262728817, ""prior_probability"": 0.44275132275132273, ""score"": 0.9751946262728817}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8957537309726034, ""p_observed"": 0.9478768654863018, ""prior_probability"": 0.5572486772486772, ""score"": 0.9478768654863018}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9503892525457633, ""p_observed"": 0.9751946262728817, ""prior_probability"": 0.44275132275132273, ""score"": 0.9503892525457633}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8957537309726034, ""p_observed"": 0.9478768654863018, ""prior_probability"": 0.5572486772486772, ""score"": 0.8957537309726034}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.9503892525457633, ""p_observed"": 0.9751946262728817, ""prior_probability"": 0.44275132275132273, ""score"": -0.8649834371728604}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.8957537309726034, ""p_observed"": 0.9478768654863018, ""prior_probability"": 0.5572486772486772, ""score"": -0.6918050282133664}}"
172,Female,White,gender=Female,<=50K,"{""age"": ""40"", ""workclass"": ""Private"", ""education"": ""Assoc-voc"", ""educational-num"": ""11"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""24"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Assoc-voc | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7903991994359657, ""p_observed"": 0.8951995997179829, ""prior_probability"": 0.40348837209302324, ""score"": 0.8951995997179829}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.529050640057589, ""p_observed"": 0.7645253200287947, ""prior_probability"": 0.5965116279069768, ""score"": 0.7645253200287947}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7903991994359657, ""p_observed"": 0.8951995997179829, ""prior_probability"": 0.40348837209302324, ""score"": 0.7903991994359657}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.529050640057589, ""p_observed"": 0.7645253200287947, ""prior_probability"": 0.5965116279069768, ""score"": 0.529050640057589}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": 0.7903991994359657, ""p_observed"": 0.8951995997179829, ""prior_probability"": 0.40348837209302324, ""score"": -1.1290247475548516}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.529050640057589, ""p_observed"": 0.7645253200287947, ""prior_probability"": 0.5965116279069768, ""score"": -1.0536568129522477}}"
173,Male,White,gender=Male,>50K,"{""age"": ""45"", ""workclass"": ""Self-emp-not-inc"", ""education"": ""Prof-school"", ""educational-num"": ""15"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Male,gender=Male,gender=Male,0,>50K | Prof-school | Self-emp-not-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.1810918193337973, ""p_observed"": 0.4094540903331014, ""prior_probability"": 0.10638297872340426, ""score"": 0.4094540903331014}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.34957302274615754, ""p_observed"": 0.6747865113730785, ""prior_probability"": 0.8936170212765957, ""score"": 0.6747865113730785}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.1810918193337973, ""p_observed"": 0.4094540903331014, ""prior_probability"": 0.10638297872340426, ""score"": -0.1810918193337973}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.34957302274615754, ""p_observed"": 0.6747865113730785, ""prior_probability"": 0.8936170212765957, ""score"": 0.34957302274615754}}","{""gender=Female"": {""alpha"": 2.0, ""margin"": -0.1810918193337973, ""p_observed"": 0.4094540903331014, ""prior_probability"": 0.10638297872340426, ""score"": -4.026570676261272}, ""gender=Male"": {""alpha"": 2.0, ""margin"": 0.34957302274615754, ""p_observed"": 0.6747865113730785, ""prior_probability"": 0.8936170212765957, ""score"": -0.8991958185942729}}"
