sample_index,true_gender,true_race,true_secret,true_income,known_features,prior_baseline_prediction,conditional_prior_prediction,lomia_label_only_prediction,targeted_lomia_prediction,fredrikson_confidence_map_prediction,csmia_confidence_prediction,bayes_calibrated_confidence_map_prediction,is_targeted_group,targeted_group_key,query_count,score_query_count,candidate_label_outputs,fredrikson_confidence_outputs,csmia_confidence_outputs,bayes_calibrated_confidence_outputs
0,Male,White,gender=Male,<=50K,"{""age"": ""22"", ""workclass"": ""Private"", ""fnlwgt"": ""106843"", ""education"": ""10th"", ""educational-num"": ""6"", ""marital-status"": ""Never-married"", ""occupation"": ""Craft-repair"", ""relationship"": ""Other-relative"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""30"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Other-relative | Never-married | 10th | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9801647775819448, ""p_observed"": 0.9900823887909725, ""prior_probability"": 0.2, ""score"": 0.9900823887909725}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9767120206771477, ""p_observed"": 0.9883560103385738, ""prior_probability"": 0.8, ""score"": 0.9883560103385738}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9801647775819448, ""p_observed"": 0.9900823887909725, ""prior_probability"": 0.2, ""score"": 0.9801647775819448}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9767120206771477, ""p_observed"": 0.9883560103385738, ""prior_probability"": 0.8, ""score"": 0.9767120206771477}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.9801647775819448, ""p_observed"": 0.9900823887909725, ""prior_probability"": 0.2, ""score"": -1.6094379124341003}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.9767120206771477, ""p_observed"": 0.9883560103385738, ""prior_probability"": 0.8, ""score"": -0.2231435513142097}}"
60,Male,White,gender=Male,<=50K,"{""age"": ""18"", ""workclass"": ""Private"", ""fnlwgt"": ""421350"", ""education"": ""11th"", ""educational-num"": ""7"", ""marital-status"": ""Never-married"", ""occupation"": ""Handlers-cleaners"", ""relationship"": ""Own-child"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""20"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Own-child | Never-married | 11th | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9952644297432641, ""p_observed"": 0.9976322148716321, ""prior_probability"": 0.08888888888888889, ""score"": 0.9976322148716321}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9940496333957358, ""p_observed"": 0.9970248166978679, ""prior_probability"": 0.9111111111111111, ""score"": 0.9970248166978679}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9952644297432641, ""p_observed"": 0.9976322148716321, ""prior_probability"": 0.08888888888888889, ""score"": 0.9952644297432641}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9940496333957358, ""p_observed"": 0.9970248166978679, ""prior_probability"": 0.9111111111111111, ""score"": 0.9940496333957358}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.9952644297432641, ""p_observed"": 0.9976322148716321, ""prior_probability"": 0.08888888888888889, ""score"": -2.4203681286504293}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.9940496333957358, ""p_observed"": 0.9970248166978679, ""prior_probability"": 0.9111111111111111, ""score"": -0.09309042306601198}}"
61,Male,Black,gender=Male,<=50K,"{""age"": ""18"", ""workclass"": ""Private"", ""fnlwgt"": ""244115"", ""education"": ""11th"", ""educational-num"": ""7"", ""marital-status"": ""Never-married"", ""occupation"": ""Other-service"", ""relationship"": ""Own-child"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""16"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Own-child | Never-married | 11th | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9957446776229013, ""p_observed"": 0.9978723388114507, ""prior_probability"": 0.4519230769230769, ""score"": 0.9978723388114507}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.994796087280247, ""p_observed"": 0.9973980436401234, ""prior_probability"": 0.5480769230769231, ""score"": 0.9973980436401234}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9957446776229013, ""p_observed"": 0.9978723388114507, ""prior_probability"": 0.4519230769230769, ""score"": 0.9957446776229013}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.994796087280247, ""p_observed"": 0.9973980436401234, ""prior_probability"": 0.5480769230769231, ""score"": 0.994796087280247}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.9957446776229013, ""p_observed"": 0.9978723388114507, ""prior_probability"": 0.4519230769230769, ""score"": -0.794243297431314}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.994796087280247, ""p_observed"": 0.9973980436401234, ""prior_probability"": 0.5480769230769231, ""score"": -0.6013396313068224}}"
62,Female,Black,gender=Female,<=50K,"{""age"": ""48"", ""workclass"": ""Self-emp-not-inc"", ""fnlwgt"": ""116360"", ""education"": ""Assoc-voc"", ""educational-num"": ""11"", ""marital-status"": ""Divorced"", ""occupation"": ""Tech-support"", ""relationship"": ""Other-relative"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""10"", ""native-country"": ""United-States""}",gender=Male,gender=Female,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Other-relative | Divorced | Assoc-voc | Self-emp-not-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8886341847778869, ""p_observed"": 0.9443170923889437, ""prior_probability"": 0.6666666666666666, ""score"": 0.9443170923889437}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8571769630581343, ""p_observed"": 0.9285884815290671, ""prior_probability"": 0.3333333333333333, ""score"": 0.9285884815290671}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.8886341847778869, ""p_observed"": 0.9443170923889437, ""prior_probability"": 0.6666666666666666, ""score"": 0.8886341847778869}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8571769630581343, ""p_observed"": 0.9285884815290671, ""prior_probability"": 0.3333333333333333, ""score"": 0.8571769630581343}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.8886341847778869, ""p_observed"": 0.9443170923889437, ""prior_probability"": 0.6666666666666666, ""score"": -0.40546510810816444}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.8571769630581343, ""p_observed"": 0.9285884815290671, ""prior_probability"": 0.3333333333333333, ""score"": -1.0986122886681098}}"
63,Male,White,gender=Male,<=50K,"{""age"": ""34"", ""workclass"": ""Self-emp-inc"", ""fnlwgt"": ""152109"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""marital-status"": ""Married-civ-spouse"", ""occupation"": ""Craft-repair"", ""relationship"": ""Husband"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Husband | Married-civ-spouse | HS-grad | Self-emp-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.46203536988976124, ""p_observed"": 0.7310176849448804, ""prior_probability"": 0.001364256480218281, ""score"": 0.7310176849448804}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.401630726599304, ""p_observed"": 0.7008153632996519, ""prior_probability"": 0.9986357435197817, ""score"": 0.7008153632996519}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.46203536988976124, ""p_observed"": 0.7310176849448804, ""prior_probability"": 0.001364256480218281, ""score"": 0.46203536988976124}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.401630726599304, ""p_observed"": 0.7008153632996519, ""prior_probability"": 0.9986357435197817, ""score"": 0.401630726599304}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.46203536988976124, ""p_observed"": 0.7310176849448804, ""prior_probability"": 0.001364256480218281, ""score"": -6.597145701886651}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.401630726599304, ""p_observed"": 0.7008153632996519, ""prior_probability"": 0.9986357435197817, ""score"": -0.00136518792533997}}"
64,Male,White,gender=Male,<=50K,"{""age"": ""21"", ""workclass"": ""Private"", ""fnlwgt"": ""415755"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""marital-status"": ""Never-married"", ""occupation"": ""Other-service"", ""relationship"": ""Own-child"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Female,gender=Female,gender=Female,gender=Male,gender=Male,gender=Female,1,<=50K | Own-child | Never-married | Some-college | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9875372691885927, ""p_observed"": 0.9937686345942962, ""prior_probability"": 0.562753036437247, ""score"": 0.9937686345942962}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9881408014504062, ""p_observed"": 0.994070400725203, ""prior_probability"": 0.43724696356275305, ""score"": 0.994070400725203}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9875372691885927, ""p_observed"": 0.9937686345942962, ""prior_probability"": 0.562753036437247, ""score"": 0.9875372691885927}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9881408014504062, ""p_observed"": 0.994070400725203, ""prior_probability"": 0.43724696356275305, ""score"": 0.9881408014504062}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.9875372691885927, ""p_observed"": 0.9937686345942962, ""prior_probability"": 0.562753036437247, ""score"": -0.5749144034972855}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.9881408014504062, ""p_observed"": 0.994070400725203, ""prior_probability"": 0.43724696356275305, ""score"": -0.8272571095037574}}"
65,Male,White,gender=Male,<=50K,"{""age"": ""44"", ""workclass"": ""State-gov"", ""fnlwgt"": ""55395"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""marital-status"": ""Never-married"", ""occupation"": ""Craft-repair"", ""relationship"": ""Not-in-family"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Not-in-family | Never-married | HS-grad | State-gov,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.924841007658565, ""p_observed"": 0.9624205038292823, ""prior_probability"": 0.047619047619047616, ""score"": 0.9624205038292823}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8742005700655757, ""p_observed"": 0.9371002850327876, ""prior_probability"": 0.9523809523809523, ""score"": 0.9371002850327876}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.924841007658565, ""p_observed"": 0.9624205038292823, ""prior_probability"": 0.047619047619047616, ""score"": 0.924841007658565}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.8742005700655757, ""p_observed"": 0.9371002850327876, ""prior_probability"": 0.9523809523809523, ""score"": 0.8742005700655757}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.924841007658565, ""p_observed"": 0.9624205038292823, ""prior_probability"": 0.047619047619047616, ""score"": -3.044522437723423}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.8742005700655757, ""p_observed"": 0.9371002850327876, ""prior_probability"": 0.9523809523809523, ""score"": -0.048790164169432056}}"
66,Male,White,gender=Male,>50K,"{""age"": ""25"", ""workclass"": ""Private"", ""fnlwgt"": ""306908"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""marital-status"": ""Married-civ-spouse"", ""occupation"": ""Prof-specialty"", ""relationship"": ""Husband"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""45"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Husband | Married-civ-spouse | Bachelors | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.148110991631151, ""p_observed"": 0.4259445041844246, ""prior_probability"": 0.0029069767441860465, ""score"": 0.4259445041844246}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.019002965178476217, ""p_observed"": 0.5095014825892381, ""prior_probability"": 0.997093023255814, ""score"": 0.5095014825892381}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": -0.148110991631151, ""p_observed"": 0.4259445041844246, ""prior_probability"": 0.0029069767441860465, ""score"": -0.148110991631151}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.019002965178476217, ""p_observed"": 0.5095014825892381, ""prior_probability"": 0.997093023255814, ""score"": 0.019002965178476217}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": -0.148110991631151, ""p_observed"": 0.4259445041844246, ""prior_probability"": 0.0029069767441860465, ""score"": -5.840641657373398}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.019002965178476217, ""p_observed"": 0.5095014825892381, ""prior_probability"": 0.997093023255814, ""score"": -0.0029112102074584415}}"
67,Male,White,gender=Male,<=50K,"{""age"": ""23"", ""workclass"": ""Private"", ""fnlwgt"": ""410439"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""marital-status"": ""Divorced"", ""occupation"": ""Prof-specialty"", ""relationship"": ""Own-child"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""20"", ""native-country"": ""United-States""}",gender=Male,gender=Female,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Own-child | Divorced | HS-grad | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9571152196115987, ""p_observed"": 0.9785576098057993, ""prior_probability"": 0.75, ""score"": 0.9785576098057993}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9200441364680534, ""p_observed"": 0.9600220682340266, ""prior_probability"": 0.25, ""score"": 0.9600220682340266}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.9571152196115987, ""p_observed"": 0.9785576098057993, ""prior_probability"": 0.75, ""score"": 0.9571152196115987}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9200441364680534, ""p_observed"": 0.9600220682340266, ""prior_probability"": 0.25, ""score"": 0.9200441364680534}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.9571152196115987, ""p_observed"": 0.9785576098057993, ""prior_probability"": 0.75, ""score"": -0.2876820724517809}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.9200441364680534, ""p_observed"": 0.9600220682340266, ""prior_probability"": 0.25, ""score"": -1.3862943611198906}}"
68,Male,White,gender=Male,<=50K,"{""age"": ""24"", ""workclass"": ""Private"", ""fnlwgt"": ""102258"", ""education"": ""Bachelors"", ""educational-num"": ""13"", ""marital-status"": ""Married-civ-spouse"", ""occupation"": ""Sales"", ""relationship"": ""Husband"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Husband | Married-civ-spouse | Bachelors | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.2506744319712949, ""p_observed"": 0.6253372159856475, ""prior_probability"": 0.00847457627118644, ""score"": 0.6253372159856475}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.17557788167794236, ""p_observed"": 0.5877889408389713, ""prior_probability"": 0.9915254237288136, ""score"": 0.5877889408389713}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.2506744319712949, ""p_observed"": 0.6253372159856475, ""prior_probability"": 0.00847457627118644, ""score"": 0.2506744319712949}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.17557788167794236, ""p_observed"": 0.5877889408389713, ""prior_probability"": 0.9915254237288136, ""score"": 0.17557788167794236}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.2506744319712949, ""p_observed"": 0.6253372159856475, ""prior_probability"": 0.00847457627118644, ""score"": -4.770684624465665}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.17557788167794236, ""p_observed"": 0.5877889408389713, ""prior_probability"": 0.9915254237288136, ""score"": -0.00851068966790862}}"
69,Male,Black,gender=Male,<=50K,"{""age"": ""18"", ""workclass"": ""Private"", ""fnlwgt"": ""141332"", ""education"": ""11th"", ""educational-num"": ""7"", ""marital-status"": ""Never-married"", ""occupation"": ""Sales"", ""relationship"": ""Own-child"", ""race"": ""Black"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""8"", ""native-country"": ""United-States""}",gender=Male,gender=Female,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Own-child | Never-married | 11th | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.994197518417778, ""p_observed"": 0.9970987592088891, ""prior_probability"": 0.726027397260274, ""score"": 0.9970987592088891}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9875747857945194, ""p_observed"": 0.9937873928972596, ""prior_probability"": 0.273972602739726, ""score"": 0.9937873928972596}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.994197518417778, ""p_observed"": 0.9970987592088891, ""prior_probability"": 0.726027397260274, ""score"": 0.994197518417778}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.9875747857945194, ""p_observed"": 0.9937873928972596, ""prior_probability"": 0.273972602739726, ""score"": 0.9875747857945194}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.994197518417778, ""p_observed"": 0.9970987592088891, ""prior_probability"": 0.726027397260274, ""score"": -0.32016752759626926}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.9875747857945194, ""p_observed"": 0.9937873928972596, ""prior_probability"": 0.273972602739726, ""score"": -1.2947271675944}}"
70,Male,White,gender=Male,<=50K,"{""age"": ""43"", ""workclass"": ""Self-emp-not-inc"", ""fnlwgt"": ""144218"", ""education"": ""12th"", ""educational-num"": ""8"", ""marital-status"": ""Married-civ-spouse"", ""occupation"": ""Transport-moving"", ""relationship"": ""Husband"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""60"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Husband | Married-civ-spouse | 12th | Self-emp-not-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.4025369700333045, ""p_observed"": 0.7012684850166522, ""prior_probability"": 0.1, ""score"": 0.7012684850166522}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.36554269607835926, ""p_observed"": 0.6827713480391796, ""prior_probability"": 0.9, ""score"": 0.6827713480391796}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.4025369700333045, ""p_observed"": 0.7012684850166522, ""prior_probability"": 0.1, ""score"": 0.4025369700333045}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.36554269607835926, ""p_observed"": 0.6827713480391796, ""prior_probability"": 0.9, ""score"": 0.36554269607835926}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.4025369700333045, ""p_observed"": 0.7012684850166522, ""prior_probability"": 0.1, ""score"": -2.3025850929940455}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.36554269607835926, ""p_observed"": 0.6827713480391796, ""prior_probability"": 0.9, ""score"": -0.10536051565782628}}"
71,Male,White,gender=Male,<=50K,"{""age"": ""71"", ""workclass"": ""Self-emp-not-inc"", ""fnlwgt"": ""78786"", ""education"": ""7th-8th"", ""educational-num"": ""4"", ""marital-status"": ""Married-civ-spouse"", ""occupation"": ""Farming-fishing"", ""relationship"": ""Husband"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""10"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,,gender=Female,gender=Female,gender=Male,0,<=50K | Husband | Married-civ-spouse | 7th-8th | Self-emp-not-inc,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7331302295685536, ""p_observed"": 0.8665651147842768, ""prior_probability"": 0.02702702702702703, ""score"": 0.8665651147842768}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6880380644120896, ""p_observed"": 0.8440190322060447, ""prior_probability"": 0.972972972972973, ""score"": 0.8440190322060447}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7331302295685536, ""p_observed"": 0.8665651147842768, ""prior_probability"": 0.02702702702702703, ""score"": 0.7331302295685536}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.6880380644120896, ""p_observed"": 0.8440190322060447, ""prior_probability"": 0.972972972972973, ""score"": 0.6880380644120896}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.7331302295685536, ""p_observed"": 0.8665651147842768, ""prior_probability"": 0.02702702702702703, ""score"": -3.6109179126442243}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.6880380644120896, ""p_observed"": 0.8440190322060447, ""prior_probability"": 0.972972972972973, ""score"": -0.027398974188114388}}"
72,Male,White,gender=Male,>50K,"{""age"": ""52"", ""workclass"": ""Private"", ""fnlwgt"": ""168553"", ""education"": ""HS-grad"", ""educational-num"": ""9"", ""marital-status"": ""Married-civ-spouse"", ""occupation"": ""Craft-repair"", ""relationship"": ""Husband"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""1977"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,gender=Male,1,>50K | Husband | Married-civ-spouse | HS-grad | Private,2,2,"{""gender=Female"": "">50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.03589190061414271, ""p_observed"": 0.5179459503070712, ""prior_probability"": 0.0031847133757961785, ""score"": 0.5179459503070712}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.09685229717941479, ""p_observed"": 0.5484261485897074, ""prior_probability"": 0.9968152866242038, ""score"": 0.5484261485897074}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.03589190061414271, ""p_observed"": 0.5179459503070712, ""prior_probability"": 0.0031847133757961785, ""score"": 0.03589190061414271}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.09685229717941479, ""p_observed"": 0.5484261485897074, ""prior_probability"": 0.9968152866242038, ""score"": 0.09685229717941479}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.03589190061414271, ""p_observed"": 0.5179459503070712, ""prior_probability"": 0.0031847133757961785, ""score"": -5.749392985908253}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.09685229717941479, ""p_observed"": 0.5484261485897074, ""prior_probability"": 0.9968152866242038, ""score"": -0.0031897953681001494}}"
73,Female,White,gender=Female,<=50K,"{""age"": ""60"", ""workclass"": ""Private"", ""fnlwgt"": ""235336"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""marital-status"": ""Widowed"", ""occupation"": ""Exec-managerial"", ""relationship"": ""Not-in-family"", ""race"": ""White"", ""capital-gain"": ""0"", ""capital-loss"": ""0"", ""hours-per-week"": ""70"", ""native-country"": ""United-States""}",gender=Male,gender=Female,gender=Female,,gender=Female,gender=Female,gender=Female,0,<=50K | Not-in-family | Widowed | Some-college | Private,2,2,"{""gender=Female"": ""<=50K"", ""gender=Male"": ""<=50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7210472691550949, ""p_observed"": 0.8605236345775475, ""prior_probability"": 0.7647058823529411, ""score"": 0.8605236345775475}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5446134349674135, ""p_observed"": 0.7723067174837068, ""prior_probability"": 0.23529411764705882, ""score"": 0.7723067174837068}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.7210472691550949, ""p_observed"": 0.8605236345775475, ""prior_probability"": 0.7647058823529411, ""score"": 0.7210472691550949}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.5446134349674135, ""p_observed"": 0.7723067174837068, ""prior_probability"": 0.23529411764705882, ""score"": 0.5446134349674135}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.7210472691550949, ""p_observed"": 0.8605236345775475, ""prior_probability"": 0.7647058823529411, ""score"": -0.2682639865946794}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.5446134349674135, ""p_observed"": 0.7723067174837068, ""prior_probability"": 0.23529411764705882, ""score"": -1.4469189829363254}}"
74,Male,White,gender=Male,>50K,"{""age"": ""25"", ""workclass"": ""Private"", ""fnlwgt"": ""469572"", ""education"": ""Some-college"", ""educational-num"": ""10"", ""marital-status"": ""Never-married"", ""occupation"": ""Prof-specialty"", ""relationship"": ""Not-in-family"", ""race"": ""White"", ""capital-gain"": ""8614"", ""capital-loss"": ""0"", ""hours-per-week"": ""40"", ""native-country"": ""United-States""}",gender=Male,gender=Female,gender=Female,,gender=Male,gender=Male,gender=Female,0,>50K | Not-in-family | Never-married | Some-college | Private,2,2,"{""gender=Female"": "">50K"", ""gender=Male"": "">50K""}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.1384852957792379, ""p_observed"": 0.5692426478896189, ""prior_probability"": 0.5714285714285714, ""score"": 0.5692426478896189}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.15048807549236887, ""p_observed"": 0.5752440377461843, ""prior_probability"": 0.42857142857142855, ""score"": 0.5752440377461843}}","{""gender=Female"": {""alpha"": 1.0, ""margin"": 0.1384852957792379, ""p_observed"": 0.5692426478896189, ""prior_probability"": 0.5714285714285714, ""score"": 0.1384852957792379}, ""gender=Male"": {""alpha"": 1.0, ""margin"": 0.15048807549236887, ""p_observed"": 0.5752440377461843, ""prior_probability"": 0.42857142857142855, ""score"": 0.15048807549236887}}","{""gender=Female"": {""alpha"": 0.0, ""margin"": 0.1384852957792379, ""p_observed"": 0.5692426478896189, ""prior_probability"": 0.5714285714285714, ""score"": -0.5596157879354228}, ""gender=Male"": {""alpha"": 0.0, ""margin"": 0.15048807549236887, ""p_observed"": 0.5752440377461843, ""prior_probability"": 0.42857142857142855, ""score"": -0.8472978603872037}}"
